Author,OA_ID,unique_affiliation_count,affiliation-2026,ID-2026,affiliation-2025,ID-2025,affiliation-2024,ID-2024,affiliation-2023,ID-2023,affiliation-2022,ID-2022,affiliation-2021,ID-2021,affiliation-2020,ID-2020,affiliation-2019,ID-2019,affiliation-2018,ID-2018,affiliation-2017,ID-2017,affiliation-2016,ID-2016,affiliation-2015,ID-2015,affiliation-2014,ID-2014,affiliation-2013,ID-2013,affiliation-2012,ID-2012,affiliation-2011,ID-2011,affiliation-2010,ID-2010,affiliation-2009,ID-2009,affiliation-2008,ID-2008,affiliation-2007,ID-2007,affiliation-2006,ID-2006,affiliation-2005,ID-2005,affiliation-2004,ID-2004,affiliation-2003,ID-2003,affiliation-2002,ID-2002,affiliation-2001,ID-2001,affiliation-2000,ID-2000,affiliation-1999,ID-1999,affiliation-1998,ID-1998,affiliation-1997,ID-1997,affiliation-1996,ID-1996,affiliation-1995,ID-1995,affiliation-1994,ID-1994,affiliation-1993,ID-1993,affiliation-1992,ID-1992,affiliation-1991,ID-1991,affiliation-1989,ID-1989,affiliation-1988,ID-1988,affiliation-1987,ID-1987,affiliation-1986,ID-1986,affiliation-1985,ID-1985
Shuting Pan,A5113628365,1,,,,,,,,,,,,,,,,,,,,,,,First Affiliated Hospital of Nanchang University,https://openalex.org/I4210164024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mingxu Zhou,A5032538237,6,,,State Key Laboratory of Crystal Materials,https://openalex.org/I4391768157,Nanning Normal University,https://openalex.org/I4210151929,Xinxiang Medical University,https://openalex.org/I80626142,Yunnan Institute of Tropical Crops,https://openalex.org/I4210145338,Jiangsu Academy of Agricultural Sciences,https://openalex.org/I4210087107,Yangzhou University,https://openalex.org/I78978612,Yangzhou University,https://openalex.org/I78978612,Yangzhou University,https://openalex.org/I78978612,,,Yangzhou University,https://openalex.org/I78978612,Yangzhou University,https://openalex.org/I78978612,Yangzhou University,https://openalex.org/I78978612,Yangzhou University,https://openalex.org/I78978612,Yangzhou University,https://openalex.org/I78978612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yue Gong,A5065675807,4,,,First Affiliated Hospital of Nanchang University,https://openalex.org/I4210164024,Fudan University Shanghai Cancer Center,https://openalex.org/I4210093194,Fudan University Shanghai Cancer Center,https://openalex.org/I4210093194,PLA 306 Hospital,https://openalex.org/I4210107698,305 Hospital of People Liberation Army,https://openalex.org/I4210139604,First Affiliated Hospital of Nanchang University,https://openalex.org/I4210164024,Fudan University Shanghai Cancer Center,https://openalex.org/I4210093194,First Affiliated Hospital of Nanchang University,https://openalex.org/I4210164024,Fudan University Shanghai Cancer Center,https://openalex.org/I4210093194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y. Wu,A5075693457,8,,,Shanghai Electric (China),https://openalex.org/I4210126065,Hangzhou Normal University,https://openalex.org/I163151501,First Affiliated Hospital of Wenzhou Medical University,https://openalex.org/I2801769982,Institute of Chemistry,https://openalex.org/I4210155088,Hangzhou Normal University,https://openalex.org/I163151501,Hangzhou Normal University,https://openalex.org/I163151501,Northeast Normal University,https://openalex.org/I184983240,Institute of Applied Ecology,https://openalex.org/I4210110024,Institute of Applied Ecology,https://openalex.org/I4210110024,Institute of Applied Ecology,https://openalex.org/I4210110024,Hangzhou Normal University,https://openalex.org/I163151501,Guangxi Normal University,https://openalex.org/I29739308,Hangzhou Normal University,https://openalex.org/I163151501,Hangzhou Normal University,https://openalex.org/I163151501,Sichuan Institute of Building Research,https://openalex.org/I4210131782,,,,,,,,,,,,,,,,,Institute of Applied Ecology,https://openalex.org/I4210110024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xinyuan Li,A5100663165,6,,,Xuchang University,https://openalex.org/I903994226,,,Ministry of Agriculture and Rural Affairs,https://openalex.org/I4210151987,Agriculture and Forestry University,https://openalex.org/I2801534221,,,Peking University,https://openalex.org/I20231570,Nanjing University,https://openalex.org/I881766915,Qiqihar Medical University,https://openalex.org/I899859998,Peking University,https://openalex.org/I20231570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kexin Huang,A5102892551,8,National University of Defense Technology,https://openalex.org/I170215575,Affiliated Hospital of Qingdao University,https://openalex.org/I4210116869,National University of Defense Technology,https://openalex.org/I170215575,Jilin University,https://openalex.org/I194450716,Jilin University,https://openalex.org/I194450716,Nanjing Forestry University,https://openalex.org/I167027274,Jilin University,https://openalex.org/I194450716,Nanjing Forestry University,https://openalex.org/I167027274,,,,,,,Jilin Medical University,https://openalex.org/I4210136497,,,North China Electric Power University,https://openalex.org/I153473198,Zhanjiang Experimental Station,https://openalex.org/I4210151662,,,Jilin University,https://openalex.org/I194450716,,,,,,,Northwestern Polytechnical University,https://openalex.org/I17145004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yinmin Zhong,A5000644890,1,,,Peking University,https://openalex.org/I20231570,Peking University,https://openalex.org/I20231570,Peking University,https://openalex.org/I20231570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kexing Zhou,A5000718123,1,,,Peking University,https://openalex.org/I20231570,Peking University,https://openalex.org/I20231570,Peking University,https://openalex.org/I20231570,Peking University,https://openalex.org/I20231570,Peking University,https://openalex.org/I20231570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tian Ye,A5001904065,10,Hospital of Hebei Province,https://openalex.org/I4210090615,Beijing Friendship Hospital,https://openalex.org/I4210147433,Beijing Friendship Hospital,https://openalex.org/I4210147433,Beijing Friendship Hospital,https://openalex.org/I4210147433,Beijing Friendship Hospital,https://openalex.org/I4210147433,Second Hospital of Hebei Medical University,https://openalex.org/I4210099373,Henan Normal University,https://openalex.org/I75955062,Pukyong National University,https://openalex.org/I8991828,Penn State Milton S. Hershey Medical Center,https://openalex.org/I82783531,Beijing Friendship Hospital,https://openalex.org/I4210147433,Chinese PLA General Hospital,https://openalex.org/I2802939634,,,Beijing Friendship Hospital,https://openalex.org/I4210147433,Lifeline Hospital,https://openalex.org/I4210162228,,,,,,,,,,,Soochow University,https://openalex.org/I3923682,,,,,General Hospital of Guangzhou Military Command,https://openalex.org/I4210099466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zongqing Yao,A5003259585,1,,,Shanghai Tunnel Engineering Rail Transit Design & Research Institute,https://openalex.org/I4210118977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shengyu Liu,A5004265996,1,,,Chinese Academy of Fishery Sciences,https://openalex.org/I46529539,Chinese Academy of Fishery Sciences,https://openalex.org/I46529539,,,,,,,,,,,Chinese Academy of Fishery Sciences,https://openalex.org/I46529539,Chinese Academy of Fishery Sciences,https://openalex.org/I46529539,,,,,,,Chinese Academy of Fishery Sciences,https://openalex.org/I46529539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jingyuan Cheng,A5007742979,1,,,,,,,,,,,,,,,Fujian Normal University,https://openalex.org/I111753288,Fujian Normal University,https://openalex.org/I111753288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shengding Hu,A5010557815,2,,,Tsinghua University,https://openalex.org/I99065089,Tsinghua University,https://openalex.org/I99065089,Tsinghua University,https://openalex.org/I99065089,Tsinghua University,https://openalex.org/I99065089,PRG S&Tech (South Korea),https://openalex.org/I4390039265,Tsinghua University,https://openalex.org/I99065089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huanqi Cao,A5016089490,3,,,,,Tsinghua University,https://openalex.org/I99065089,Tsinghua University,https://openalex.org/I99065089,Tsinghua University,https://openalex.org/I99065089,Tsinghua University,https://openalex.org/I99065089,Tsinghua University,https://openalex.org/I99065089,Tsinghua University,https://openalex.org/I99065089,,,University of Science and Technology of China,https://openalex.org/I126520041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lehigh University,https://openalex.org/I186143895,,,Lehigh University,https://openalex.org/I186143895,,,Lehigh University,https://openalex.org/I186143895,Lehigh University,https://openalex.org/I186143895,,,,,,,,,,,,,,,,,,,,,,
Haozhe Ji,A5020700222,3,,,,,Jiamusi University,https://openalex.org/I151893264,,,Tsinghua University,https://openalex.org/I99065089,Tsinghua University,https://openalex.org/I99065089,Tsinghua University,https://openalex.org/I99065089,,,Tsinghua University,https://openalex.org/I99065089,,,,,,,,,,,,,,,,,,,,,,,,,Henan Forestry Vocational College,https://openalex.org/I4210146584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kezhao Huang,A5023674199,1,,,Tsinghua University,https://openalex.org/I99065089,Tsinghua University,https://openalex.org/I99065089,,,,,Tsinghua University,https://openalex.org/I99065089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ying Zhou,A5025286172,15,,,China Medical University,https://openalex.org/I91656880,Dana-Farber Cancer Institute,https://openalex.org/I4210117453,Auburn University,https://openalex.org/I82497590,Nanjing Medical University,https://openalex.org/I83519826,Fred Hutch Cancer Center,https://openalex.org/I4210089486,Shanghai First Maternity and Infant Hospital,https://openalex.org/I4210153623,First Affiliated Hospital of Soochow University,https://openalex.org/I4210153519,University of Chinese Academy of Sciences,https://openalex.org/I4210165038,University of Chinese Academy of Sciences,https://openalex.org/I4210165038,University of Chinese Academy of Sciences,https://openalex.org/I4210165038,Shanghai Institutes for Biological Sciences,https://openalex.org/I4210106477,Children's Hospital of Fudan University,https://openalex.org/I4210159329,Xiangya Hospital Central South University,https://openalex.org/I4210159865,Xiangya Hospital Central South University,https://openalex.org/I4210159865,Hunan Provincial Maternal and Child Health Hospital,https://openalex.org/I4210166238,Chinese People's Liberation Army,https://openalex.org/I4210160531,,,Second Xiangya Hospital of Central South University,https://openalex.org/I4210153856,,,,,,,,,,,,,,,,,,,,,,,University of Southern California,https://openalex.org/I1174212,,,,,,,,,,,,,,,,,,,,
Jun Ran,A5029163663,3,,,Jiangxi Agricultural University,https://openalex.org/I74837319,Huazhong University of Science and Technology,https://openalex.org/I47720641,Huazhong University of Science and Technology,https://openalex.org/I47720641,Huazhong University of Science and Technology,https://openalex.org/I47720641,Huazhong University of Science and Technology,https://openalex.org/I47720641,Huazhong University of Science and Technology,https://openalex.org/I47720641,,,Huazhong University of Science and Technology,https://openalex.org/I47720641,Huazhong University of Science and Technology,https://openalex.org/I47720641,Huazhong University of Science and Technology,https://openalex.org/I47720641,Huazhong University of Science and Technology,https://openalex.org/I47720641,,,,,,,Chinese Academy of Sciences,https://openalex.org/I19820366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiewen Hu,A5030169073,3,,,Carnegie Mellon University,https://openalex.org/I74973139,Virginia Tech,https://openalex.org/I859038795,Virginia Tech,https://openalex.org/I859038795,Apple (United States),https://openalex.org/I4210153776,Virginia Tech,https://openalex.org/I859038795,Virginia Tech,https://openalex.org/I859038795,Virginia Tech,https://openalex.org/I859038795,Virginia Tech,https://openalex.org/I859038795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuanfan Xu,A5035964223,1,Tsinghua University,https://openalex.org/I99065089,Tsinghua University,https://openalex.org/I99065089,Tsinghua University,https://openalex.org/I99065089,Tsinghua University,https://openalex.org/I99065089,Tsinghua University,https://openalex.org/I99065089,Tsinghua University,https://openalex.org/I99065089,Tsinghua University,https://openalex.org/I99065089,Tsinghua University,https://openalex.org/I99065089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lingxiao Luo,A5036387082,1,,,,,,,Obstetrics and Gynecology Hospital of Fudan University,https://openalex.org/I4210146205,,,,,Obstetrics and Gynecology Hospital of Fudan University,https://openalex.org/I4210146205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xuwei Fu,A5040119265,3,,,,,,,Suzhou Institute of Nano-tech and Nano-bionics,https://openalex.org/I4210092495,Wuhan Engineering Science & Technology Institute,https://openalex.org/I4210148639,Wuhan Engineering Science & Technology Institute,https://openalex.org/I4210148639,Wuhan Engineering Science & Technology Institute,https://openalex.org/I4210148639,,,,,Shaanxi Normal University,https://openalex.org/I88830068,Shaanxi Normal University,https://openalex.org/I88830068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hao Li,A5042878459,5,,,National University of Singapore,https://openalex.org/I165932596,Zhejiang University,https://openalex.org/I76130692,,,China Agricultural University,https://openalex.org/I52158045,,,,,Hong Kong Baptist University,https://openalex.org/I141568987,University of Oklahoma,https://openalex.org/I8692664,University of Oklahoma,https://openalex.org/I8692664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ziyang Song,A5043597604,2,,,Beijing University of Chemical Technology,https://openalex.org/I75390827,,,,,,,,,Beijing Children’s Hospital,https://openalex.org/I4210144404,Beijing Children’s Hospital,https://openalex.org/I4210144404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Songyang Zhou,A5047145856,15,,,Hainan Medical University,https://openalex.org/I79731167,Sun Yat-sen Memorial Hospital,https://openalex.org/I4210097354,Guangzhou Regenerative Medicine and Health Guangdong Laboratory,https://openalex.org/I4210107668,Guangzhou Regenerative Medicine and Health Guangdong Laboratory,https://openalex.org/I4210107668,Guangzhou Regenerative Medicine and Health Guangdong Laboratory,https://openalex.org/I4210107668,Guangzhou Regenerative Medicine and Health Guangdong Laboratory,https://openalex.org/I4210107668,Jiangsu Province Hospital,https://openalex.org/I4210152119,Sun Yat-sen University Cancer Center,https://openalex.org/I4210146711,Children's Cancer Center,https://openalex.org/I4210150362,Sun Yat-sen University Cancer Center,https://openalex.org/I4210146711,Sun Yat-sen University Cancer Center,https://openalex.org/I4210146711,"The First Affiliated Hospital, Sun Yat-sen University",https://openalex.org/I4210128921,"The First Affiliated Hospital, Sun Yat-sen University",https://openalex.org/I4210128921,Key Laboratory of Guangdong Province,https://openalex.org/I4210098034,Baylor College of Medicine,https://openalex.org/I181547552,Baylor College of Medicine,https://openalex.org/I181547552,Mars (United States),https://openalex.org/I4210113968,Baylor College of Medicine,https://openalex.org/I181547552,Baylor College of Medicine,https://openalex.org/I181547552,Baylor College of Medicine,https://openalex.org/I181547552,,,Baylor College of Medicine,https://openalex.org/I181547552,Beth Israel Deaconess Hospital,https://openalex.org/I2801337628,"University of California, San Diego",https://openalex.org/I36258959,Baylor College of Medicine,https://openalex.org/I181547552,Baylor College of Medicine,https://openalex.org/I181547552,Massachusetts Institute of Technology,https://openalex.org/I63966007,Rockefeller University,https://openalex.org/I83399316,McGill University,https://openalex.org/I5023651,Beth Israel Deaconess Hospital,https://openalex.org/I2801337628,Beth Israel Deaconess Hospital,https://openalex.org/I2801337628,Beth Israel Deaconess Hospital,https://openalex.org/I2801337628,Beth Israel Deaconess Hospital,https://openalex.org/I2801337628,,,,,,,,,,,,,,
Haowen Luo,A5049311422,2,Zhejiang University,https://openalex.org/I76130692,Zhejiang University,https://openalex.org/I76130692,Second Affiliated Hospital of Nanchang University,https://openalex.org/I4210108480,Second Affiliated Hospital of Nanchang University,https://openalex.org/I4210108480,,,Second Affiliated Hospital of Nanchang University,https://openalex.org/I4210108480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wenjie Pang,A5049920338,1,,,,,,,,,,,,,,,,,,,,,Shanghai Jiao Tong University,https://openalex.org/I183067930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xi Gao,A5050692023,4,Southeast University,https://openalex.org/I76569877,Southeast University,https://openalex.org/I76569877,Southeast University,https://openalex.org/I76569877,University of Delaware,https://openalex.org/I86501945,Southeast University,https://openalex.org/I76569877,Southeast University,https://openalex.org/I76569877,Southeast University,https://openalex.org/I76569877,"University of California, Davis",https://openalex.org/I84218800,University of Delaware,https://openalex.org/I86501945,Southeast University,https://openalex.org/I76569877,Southeast University,https://openalex.org/I76569877,Southeast University,https://openalex.org/I76569877,Southeast University,https://openalex.org/I76569877,Southeast University,https://openalex.org/I76569877,Southeast University,https://openalex.org/I76569877,Southeast University,https://openalex.org/I76569877,East China University of Political Science and Law,https://openalex.org/I78974044,East China University of Political Science and Law,https://openalex.org/I78974044,Southeast University,https://openalex.org/I76569877,Southeast University,https://openalex.org/I76569877,Southeast University,https://openalex.org/I76569877,Southeast University,https://openalex.org/I76569877,Southeast University,https://openalex.org/I76569877,Southeast University,https://openalex.org/I76569877,Southeast University,https://openalex.org/I76569877,Southeast University,https://openalex.org/I76569877,Southeast University,https://openalex.org/I76569877,Southeast University,https://openalex.org/I76569877,Southeast University,https://openalex.org/I76569877,Southeast University,https://openalex.org/I76569877,Southeast University,https://openalex.org/I76569877,Southeast University,https://openalex.org/I76569877,,,,,,,,,,,,,,,,,,
Xuan Lu,A5052404451,12,Dalian University,https://openalex.org/I4210092944,Zhejiang Medicine (China),https://openalex.org/I4210163926,Guangdong Ocean University,https://openalex.org/I79223203,Guangdong Ocean University,https://openalex.org/I79223203,Guangdong Ocean University,https://openalex.org/I79223203,Guangdong Ocean University,https://openalex.org/I79223203,Guangdong Ocean University,https://openalex.org/I79223203,Chongqing Municipal Health Commission,https://openalex.org/I4210160019,Wuhan University,https://openalex.org/I37461747,Zhejiang University,https://openalex.org/I76130692,Institute of Software,https://openalex.org/I4210128818,State Key Laboratory of Virology,https://openalex.org/I4391768268,Zhejiang University,https://openalex.org/I76130692,Peking University,https://openalex.org/I20231570,,,Zhongnan Hospital of Wuhan University,https://openalex.org/I4210120234,University of Chinese Academy of Sciences,https://openalex.org/I4210165038,,,,,,,Zhejiang University,https://openalex.org/I76130692,,,,,,,Eindhoven University of Technology,https://openalex.org/I83019370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peixin Cong,A5054102678,1,,,Hohai University,https://openalex.org/I163340411,Hohai University,https://openalex.org/I163340411,Hohai University,https://openalex.org/I163340411,Hohai University,https://openalex.org/I163340411,Hohai University,https://openalex.org/I163340411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tianyuan Yue,A5058110644,1,,,,,,,,,Beijing University of Posts and Telecommunications,https://openalex.org/I139759216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yujia He,A5060991733,3,,,Shenzhen Technology University,https://openalex.org/I4210152380,Monash University,https://openalex.org/I56590836,,,State Key Laboratory of Biotherapy,https://openalex.org/I4391768003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zian Xu,A5067424229,1,,,Shanghai Ninth People's Hospital,https://openalex.org/I4210097066,,,Shanghai Ninth People's Hospital,https://openalex.org/I4210097066,Shanghai Ninth People's Hospital,https://openalex.org/I4210097066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yixiao Chen,A5068277084,4,,,Affiliated Hospital of Qingdao University,https://openalex.org/I4210116869,Donghua University,https://openalex.org/I181326427,Entrepreneurial Ecosystems,https://openalex.org/I4210164282,Guilin University of Technology,https://openalex.org/I38706770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yanru Ma,A5070263617,5,,,The University of Texas Southwestern Medical Center,https://openalex.org/I867280407,,,,,University of Edinburgh,https://openalex.org/I98677209,,,Lanzhou University,https://openalex.org/I76214153,,,,,Target (United States),https://openalex.org/I1320354487,Peking Union Medical College Hospital,https://openalex.org/I2801228662,Peking Union Medical College Hospital,https://openalex.org/I2801228662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. H. Liu,A5072626432,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Animal Technology Institute Taiwan,https://openalex.org/I4210165564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hongxuan Tang,A5072855790,2,Inner Mongolia University,https://openalex.org/I2722730,Inner Mongolia University,https://openalex.org/I2722730,,,Zhejiang A & F University,https://openalex.org/I1284762954,Zhejiang A & F University,https://openalex.org/I1284762954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaofei Cai,A5074233262,5,Beijing Academy of Artificial Intelligence,https://openalex.org/I4210100255,Peking University,https://openalex.org/I20231570,Beijing Academy of Artificial Intelligence,https://openalex.org/I4210100255,Institute of Computing Technology,https://openalex.org/I4210090176,University of Chinese Academy of Sciences,https://openalex.org/I4210165038,University of Chinese Academy of Sciences,https://openalex.org/I4210165038,University of Chinese Academy of Sciences,https://openalex.org/I4210165038,China Southern Power Grid (China),https://openalex.org/I74872605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hui Zeng,A5077369376,7,Beijing Information Science & Technology University,https://openalex.org/I78675632,University of Science and Technology Beijing,https://openalex.org/I92403157,University of Science and Technology Beijing,https://openalex.org/I92403157,University of Science and Technology Beijing,https://openalex.org/I92403157,University of Science and Technology Beijing,https://openalex.org/I92403157,University of Science and Technology Beijing,https://openalex.org/I92403157,University of Science and Technology Beijing,https://openalex.org/I92403157,University of Science and Technology Beijing,https://openalex.org/I92403157,University of Science and Technology Beijing,https://openalex.org/I92403157,University of Science and Technology Beijing,https://openalex.org/I92403157,University of Science and Technology Beijing,https://openalex.org/I92403157,University of Science and Technology Beijing,https://openalex.org/I92403157,University of Science and Technology Beijing,https://openalex.org/I92403157,University of Science and Technology Beijing,https://openalex.org/I92403157,University of Science and Technology Beijing,https://openalex.org/I92403157,Nanjing University of Aeronautics and Astronautics,https://openalex.org/I9842412,Nanjing University of Aeronautics and Astronautics,https://openalex.org/I9842412,University of Science and Technology Beijing,https://openalex.org/I92403157,University of Science and Technology Beijing,https://openalex.org/I92403157,,,Northeastern University,https://openalex.org/I9224756,University of Science and Technology of China,https://openalex.org/I126520041,Fiberhome Technology Group (China),https://openalex.org/I4210155232,Institute of Acoustics,https://openalex.org/I4210099069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wenqin Yu,A5082678890,2,,,,,Ningxia Medical University General Hospital,https://openalex.org/I4210139449,,,,,,,,,Nanjing Medical University,https://openalex.org/I83519826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuhan Wu,A5084253746,9,,,University College London,https://openalex.org/I45129253,Yancheng Institute of Technology,https://openalex.org/I4210157719,Wuhan Institute of Technology,https://openalex.org/I91125648,Institute of Theoretical Physics,https://openalex.org/I4210125404,Northwest University,https://openalex.org/I37802460,Peng Huanwu Center for Fundamental Theory,https://openalex.org/I4210112519,,,,,National Synchrotron Radiation Research Center,https://openalex.org/I4210094216,National Synchrotron Radiation Research Center,https://openalex.org/I4210094216,,,Jilin Normal University,https://openalex.org/I149240348,Jilin Normal University,https://openalex.org/I149240348,National Cheng Kung University,https://openalex.org/I91807558,Jilin Normal University,https://openalex.org/I149240348,National Cheng Kung University,https://openalex.org/I91807558,,,National Cheng Kung University,https://openalex.org/I91807558,National Cheng Kung University,https://openalex.org/I91807558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M. S. Di,A5092740563,1,,,Bohai University,https://openalex.org/I97009856,Bohai University,https://openalex.org/I97009856,Bohai University,https://openalex.org/I97009856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zihao Wang,A5100413085,7,"University of California, Berkeley",https://openalex.org/I95457486,University of Hong Kong,https://openalex.org/I889458895,Tsinghua University,https://openalex.org/I99065089,Northwest A&F University,https://openalex.org/I89652312,Tsinghua University,https://openalex.org/I99065089,Hangzhou Institute of Applied Acoustics,https://openalex.org/I4210144142,Tsinghua University,https://openalex.org/I99065089,Tsinghua University,https://openalex.org/I99065089,Tsinghua University,https://openalex.org/I99065089,University of Hong Kong,https://openalex.org/I889458895,Tsinghua University,https://openalex.org/I99065089,Shanghai Research Center for Wireless Communications,https://openalex.org/I4210153300,Carnegie Mellon University,https://openalex.org/I74973139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lei Wang,A5100435806,15,,,Zhejiang University,https://openalex.org/I76130692,Inner Mongolia University of Technology,https://openalex.org/I55654194,Yantai University,https://openalex.org/I18452120,Grinm Advanced Materials (China),https://openalex.org/I4210129545,The University of Texas Southwestern Medical Center,https://openalex.org/I867280407,Nanjing Normal University,https://openalex.org/I152031979,Huawei Technologies (United Kingdom),https://openalex.org/I4210160618,Yantai University,https://openalex.org/I18452120,Yantai University,https://openalex.org/I18452120,Southeast University,https://openalex.org/I76569877,Yantai University,https://openalex.org/I18452120,China National Rice Research Institute,https://openalex.org/I4210160522,Tongji Hospital,https://openalex.org/I4210160344,Beijing Forestry University,https://openalex.org/I31683504,Nanjing University of Science and Technology,https://openalex.org/I36399199,Dalian University of Technology,https://openalex.org/I27357992,Institute of Theoretical Physics,https://openalex.org/I4210125404,Institute of Theoretical Physics,https://openalex.org/I4210125404,,,Yangtze University,https://openalex.org/I177739611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qingyang Li,A5100700135,4,Carleton University,https://openalex.org/I67031392,Southern Marine Science and Engineering Guangdong Laboratory (Guangzhou),https://openalex.org/I4210106122,Carleton University,https://openalex.org/I67031392,,,Carleton University,https://openalex.org/I67031392,Carleton University,https://openalex.org/I67031392,Ocean University of China,https://openalex.org/I59028903,Ocean University of China,https://openalex.org/I59028903,,,,,,,,,,,Child Mind Institute,https://openalex.org/I4210103248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
