Author,OA_ID,unique_affiliation_count,affiliation-2026,ID-2026,affiliation-2025,ID-2025,affiliation-2024,ID-2024,affiliation-2023,ID-2023,affiliation-2022,ID-2022,affiliation-2021,ID-2021,affiliation-2020,ID-2020,affiliation-2019,ID-2019,affiliation-2018,ID-2018,affiliation-2017,ID-2017,affiliation-2016,ID-2016,affiliation-2015,ID-2015,affiliation-2014,ID-2014,affiliation-2013,ID-2013,affiliation-2012,ID-2012,affiliation-2011,ID-2011,affiliation-2010,ID-2010,affiliation-2009,ID-2009,affiliation-2008,ID-2008,affiliation-2007,ID-2007,affiliation-2006,ID-2006,affiliation-2005,ID-2005,affiliation-2004,ID-2004,affiliation-2003,ID-2003,affiliation-2002,ID-2002,affiliation-2001,ID-2001,affiliation-2000,ID-2000,affiliation-1999,ID-1999,affiliation-1998,ID-1998,affiliation-1997,ID-1997,affiliation-1996,ID-1996,affiliation-1995,ID-1995,affiliation-1994,ID-1994,affiliation-1993,ID-1993,affiliation-1992,ID-1992,affiliation-1991,ID-1991,affiliation-1990,ID-1990,affiliation-1989,ID-1989,affiliation-1988,ID-1988,affiliation-1987,ID-1987,affiliation-1986,ID-1986,affiliation-1985,ID-1985,affiliation-1984,ID-1984,affiliation-1982,ID-1982,affiliation-1978,ID-1978,affiliation-1975,ID-1975,affiliation-1971,ID-1971,affiliation-1970,ID-1970
Chenguang Zhao,A5101939842,6,,,Nanjing University of Chinese Medicine,https://openalex.org/I131434179,Beihang University,https://openalex.org/I82880672,Oldham Council,https://openalex.org/I4210164339,,,,,Beihang University,https://openalex.org/I82880672,Beihang University,https://openalex.org/I82880672,Tianjin Polytechnic University,https://openalex.org/I198091727,,,,,,,,,Shenyang Aerospace University,https://openalex.org/I125904092,Shenyang University,https://openalex.org/I42852656,Shenyang Aerospace University,https://openalex.org/I125904092,Shenyang Aerospace University,https://openalex.org/I125904092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chengyang Gong,A5124886982,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chengzhen Yu,A5123765903,1,Guangzhou University,https://openalex.org/I37987034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chenjun Xiao,A5026521600,6,,,University of Hong Kong,https://openalex.org/I889458895,Huawei Technologies (Sweden),https://openalex.org/I4210159102,,,Guangzhou Vocational College of Science and Technology,https://openalex.org/I4210106134,Google (Canada),https://openalex.org/I4210148186,Google (Canada),https://openalex.org/I4210148186,University of Alberta,https://openalex.org/I154425047,University of Alberta,https://openalex.org/I154425047,University of Alberta,https://openalex.org/I154425047,University of Alberta,https://openalex.org/I154425047,Northeastern University,https://openalex.org/I9224756,Northeastern University,https://openalex.org/I9224756,,,Northeastern University,https://openalex.org/I9224756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chenlin Zhang,A5103265154,6,,,Center for Life Sciences,https://openalex.org/I4210160507,Chengdu University of Information Technology,https://openalex.org/I24201400,Changchun University of Technology,https://openalex.org/I4385474403,Beijing University of Technology,https://openalex.org/I37796252,Southwestern Institute of Physics,https://openalex.org/I4210165845,Southwestern Institute of Physics,https://openalex.org/I4210165845,Southwestern Institute of Physics,https://openalex.org/I4210165845,,,University of Electronic Science and Technology of China,https://openalex.org/I150229711,,,University of Electronic Science and Technology of China,https://openalex.org/I150229711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chensi Wang,A5124891365,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chenyu Liu,A5124951517,1,Henan Cancer Hospital,https://openalex.org/I4210143608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chenzhuang Du,A5044355459,1,,,,,,,,,Tsinghua University,https://openalex.org/I99065089,,,Tsinghua University,https://openalex.org/I99065089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chu Wei,A5124914070,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chuan Wen,A5101053077,9,,,Ghent University,https://openalex.org/I32597200,Tsinghua University,https://openalex.org/I99065089,Ghent University,https://openalex.org/I32597200,Tsinghua University,https://openalex.org/I99065089,Tsinghua University,https://openalex.org/I99065089,Tsinghua University,https://openalex.org/I99065089,Shanghai Jiao Tong University,https://openalex.org/I183067930,,,,,,,Second Xiangya Hospital of Central South University,https://openalex.org/I4210153856,,,Zhaoqing University,https://openalex.org/I183816158,Zhaoqing University,https://openalex.org/I183816158,Zhaoqing University,https://openalex.org/I183816158,,,,,,,Curtin University,https://openalex.org/I205640436,Chongqing University,https://openalex.org/I158842170,Beijing University of Chinese Medicine,https://openalex.org/I17747738,,,,,,,,,,,Kao Yuan University,https://openalex.org/I33374188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chuang Wang,A5124963459,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chuning Tang,A5020781967,1,,,,,,,,,,,Beijing University of Chemical Technology,https://openalex.org/I75390827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cong Zeng,A5078779392,10,,,Fuzhou University,https://openalex.org/I80947539,Zhejiang University,https://openalex.org/I76130692,Shanghai Jiao Tong University,https://openalex.org/I183067930,Hunan Agricultural University,https://openalex.org/I52180223,Hunan Agricultural University,https://openalex.org/I52180223,Hunan Agricultural University,https://openalex.org/I52180223,Hunan Agricultural University,https://openalex.org/I52180223,Shanghai Chest Hospital,https://openalex.org/I2802608112,Hunan Agricultural University,https://openalex.org/I52180223,National Institute of Water and Atmospheric Research,https://openalex.org/I45935490,Huazhong Agricultural University,https://openalex.org/I204823248,Victoria University of Wellington,https://openalex.org/I41156924,Victoria University of Wellington,https://openalex.org/I41156924,University of Algarve,https://openalex.org/I71503853,Huazhong Agricultural University,https://openalex.org/I204823248,,,,,,,Zhaotong University,https://openalex.org/I4210086486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Congcong Wang,A5111099880,1,,,Center for Excellence in Brain Science and Intelligence Technology,https://openalex.org/I4210097554,,,Center for Excellence in Brain Science and Intelligence Technology,https://openalex.org/I4210097554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan Du,A5079462468,11,University of South China,https://openalex.org/I91935597,University of South China,https://openalex.org/I91935597,Washington State University,https://openalex.org/I72951846,University of South China,https://openalex.org/I91935597,Anhui University of Technology,https://openalex.org/I92178344,University of South China,https://openalex.org/I91935597,University of South China,https://openalex.org/I91935597,University of South China,https://openalex.org/I91935597,University of South China,https://openalex.org/I91935597,University of South China,https://openalex.org/I91935597,Washington State University,https://openalex.org/I72951846,University of South China,https://openalex.org/I91935597,University of South China,https://openalex.org/I91935597,Washington State University,https://openalex.org/I72951846,University of South China,https://openalex.org/I91935597,East China Normal University,https://openalex.org/I66867065,University of South China,https://openalex.org/I91935597,Central China Normal University,https://openalex.org/I40963666,Central China Normal University,https://openalex.org/I40963666,Nanjing University,https://openalex.org/I881766915,Nanjing University,https://openalex.org/I881766915,Nanjing University,https://openalex.org/I881766915,Hubei University,https://openalex.org/I75900474,Nanjing University,https://openalex.org/I881766915,Hubei University,https://openalex.org/I75900474,,,,,,,Osaka University,https://openalex.org/I98285908,Peking Union Medical College Hospital,https://openalex.org/I2801228662,,,,,Inserm,https://openalex.org/I154526488,,,Academia Sinica,https://openalex.org/I84653119,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan Ye,A5124954745,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davit Abrahamyan,A5120650788,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dazhi Cheng,A5124963103,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dehao Zhang,A5046162247,1,,,University of Electronic Science and Technology of China,https://openalex.org/I150229711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dikang Du,A5124888575,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dingkun Wang,A5124874324,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dinglu Wang,A5020652467,1,,,,,,,,,,,,,,,,,Tsinghua University,https://openalex.org/I99065089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dongliang Wang,A5100689748,16,,,Zhejiang University of Technology,https://openalex.org/I55712492,Huazhong University of Science and Technology,https://openalex.org/I47720641,South China University of Technology,https://openalex.org/I90610280,South China University of Technology,https://openalex.org/I90610280,South China University of Technology,https://openalex.org/I90610280,Zhejiang University,https://openalex.org/I76130692,Zhejiang University,https://openalex.org/I76130692,China National Petroleum Corporation (China),https://openalex.org/I98227222,National Center for Nanoscience and Technology,https://openalex.org/I4210141483,University of Chinese Academy of Sciences,https://openalex.org/I4210165038,Center for High Pressure Science & Technology Advanced Research,https://openalex.org/I4210145869,National Center for Nanoscience and Technology,https://openalex.org/I4210141483,Beijing University of Civil Engineering and Architecture,https://openalex.org/I62853816,Beijing University of Civil Engineering and Architecture,https://openalex.org/I62853816,Beijing University of Civil Engineering and Architecture,https://openalex.org/I62853816,University of Chinese Academy of Sciences,https://openalex.org/I4210165038,University of Chinese Academy of Sciences,https://openalex.org/I4210165038,University of Chinese Academy of Sciences,https://openalex.org/I4210165038,China Earthquake Administration,https://openalex.org/I90149893,Institute of Chemistry,https://openalex.org/I4210155088,,,Institute of Chemistry,https://openalex.org/I4210155088,Zhaotong University,https://openalex.org/I4210086486,National University of Singapore,https://openalex.org/I165932596,,,National University of Singapore,https://openalex.org/I165932596,National University of Singapore,https://openalex.org/I165932596,National University of Singapore,https://openalex.org/I165932596,Institute of Chemistry,https://openalex.org/I4210155088,The Ohio State University,https://openalex.org/I52357470,National University of Singapore,https://openalex.org/I165932596,,,Columbia University,https://openalex.org/I78577930,,,Institute of Physics,https://openalex.org/I4210159876,,,,,,,,,,,,,,,,,,,,,,,,
Dongxu Yang,A5020861489,8,,,Xi'an Jiaotong University,https://openalex.org/I87445476,The University of Texas Southwestern Medical Center,https://openalex.org/I867280407,The University of Texas Southwestern Medical Center,https://openalex.org/I867280407,The University of Texas Southwestern Medical Center,https://openalex.org/I867280407,The University of Texas Southwestern Medical Center,https://openalex.org/I867280407,The University of Texas Southwestern Medical Center,https://openalex.org/I867280407,The University of Texas Southwestern Medical Center,https://openalex.org/I867280407,Southern Methodist University,https://openalex.org/I178169726,University of Science and Technology of China,https://openalex.org/I126520041,University of Science and Technology of China,https://openalex.org/I126520041,Hefei National Center for Physical Sciences at Nanoscale,https://openalex.org/I4210103894,CAS Key Laboratory of Urban Pollutant Conversion,https://openalex.org/I4210124140,,,Tsinghua University,https://openalex.org/I99065089,Tsinghua University,https://openalex.org/I99065089,Tsinghua University,https://openalex.org/I99065089,Institute of Plasma Physics,https://openalex.org/I4210114698,Tsinghua University,https://openalex.org/I99065089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Institute of Plasma Physics,https://openalex.org/I4210114698,,,,,,,,,,
Dunyuan Zha,A5124963481,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.C. Ma,A5108560591,4,,,Dezhou University,https://openalex.org/I4210165547,University of Electronic Science and Technology of China,https://openalex.org/I150229711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nankai University,https://openalex.org/I205237279,,,Institute of High Energy Physics,https://openalex.org/I4210137180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enming Yuan,A5073001520,1,,,,,Tsinghua University,https://openalex.org/I99065089,Tsinghua University,https://openalex.org/I99065089,Tsinghua University,https://openalex.org/I99065089,Tsinghua University,https://openalex.org/I99065089,Tsinghua University,https://openalex.org/I99065089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enzhe Lu,A5049660040,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guangzhou Center for Disease Control and Prevention,https://openalex.org/I4210087969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eric P. Xing,A5009547049,8,Carnegie Mellon University,https://openalex.org/I74973139,Lanzhou University,https://openalex.org/I76214153,Carnegie Mellon University,https://openalex.org/I74973139,Carnegie Mellon University,https://openalex.org/I74973139,Western Kentucky University,https://openalex.org/I94339441,Columbia University,https://openalex.org/I78577930,Tsinghua University,https://openalex.org/I99065089,Stanford University,https://openalex.org/I97018004,Stanford University,https://openalex.org/I97018004,Carnegie Mellon University,https://openalex.org/I74973139,Carnegie Mellon University,https://openalex.org/I74973139,Carnegie Mellon University,https://openalex.org/I74973139,Stanford University,https://openalex.org/I97018004,Carnegie Mellon University,https://openalex.org/I74973139,"University of California, Berkeley",https://openalex.org/I95457486,Carnegie Mellon University,https://openalex.org/I74973139,Carnegie Mellon University,https://openalex.org/I74973139,Carnegie Mellon University,https://openalex.org/I74973139,Carnegie Mellon University,https://openalex.org/I74973139,Carnegie Mellon University,https://openalex.org/I74973139,Carnegie Mellon University,https://openalex.org/I74973139,"University of California, Berkeley",https://openalex.org/I95457486,"University of California, Berkeley",https://openalex.org/I95457486,,,"University of California, Berkeley",https://openalex.org/I95457486,"University of California, Berkeley",https://openalex.org/I95457486,"Rutgers, The State University of New Jersey",https://openalex.org/I102322142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fang Li,A5020047491,13,,,Chongqing Medical University,https://openalex.org/I87780372,South China University of Technology,https://openalex.org/I90610280,South China University of Technology,https://openalex.org/I90610280,Wuhan University,https://openalex.org/I37461747,South China University of Technology,https://openalex.org/I90610280,South China University of Technology,https://openalex.org/I90610280,South China University of Technology,https://openalex.org/I90610280,South China University of Technology,https://openalex.org/I90610280,Universidad del Noreste,https://openalex.org/I87182695,South China University of Technology,https://openalex.org/I90610280,Nanjing University of Aeronautics and Astronautics,https://openalex.org/I9842412,South China University of Technology,https://openalex.org/I90610280,Nanjing University of Aeronautics and Astronautics,https://openalex.org/I9842412,Nanjing University of Aeronautics and Astronautics,https://openalex.org/I9842412,Universidad del Noreste,https://openalex.org/I87182695,Nanjing University of Aeronautics and Astronautics,https://openalex.org/I9842412,Switch,https://openalex.org/I918919364,South China University of Technology,https://openalex.org/I90610280,East China Normal University,https://openalex.org/I66867065,Beijing University of Chemical Technology,https://openalex.org/I75390827,Guangdong University Of Finances and Economics,https://openalex.org/I201459984,Lianyungang Technical College,https://openalex.org/I4387153518,,,Zhejiang Ocean University,https://openalex.org/I31847773,Zhejiang Ocean University,https://openalex.org/I31847773,,,Beibu Gulf University,https://openalex.org/I4210105374,,,,,,,,,,,,,,,,,Academia Sinica,https://openalex.org/I84653119,,,,,,,,,,,,,,,,,,,,,,
Fanqing Meng,A5124938054,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feifan Song,A5124874731,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feifan Zhao,A5124926511,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feng Wang,A5124890131,1,Affiliated Hospital of Guizhou Medical University,https://openalex.org/I4210109381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fengxiang Tang,A5016863879,3,,,ShanghaiTech University,https://openalex.org/I30809798,Chongqing Medical University,https://openalex.org/I87780372,Chongqing Medical University,https://openalex.org/I87780372,Fuzhou University,https://openalex.org/I80947539,,,Fuzhou University,https://openalex.org/I80947539,Fuzhou University,https://openalex.org/I80947539,Fuzhou University,https://openalex.org/I80947539,Fuzhou University,https://openalex.org/I80947539,Fuzhou University,https://openalex.org/I80947539,Fuzhou University,https://openalex.org/I80947539,Fuzhou University,https://openalex.org/I80947539,Fuzhou University,https://openalex.org/I80947539,Fuzhou University,https://openalex.org/I80947539,Fuzhou University,https://openalex.org/I80947539,,,,,Fuzhou University,https://openalex.org/I80947539,Fuzhou University,https://openalex.org/I80947539,Fuzhou University,https://openalex.org/I80947539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flood Sung,A5065232789,1,,,,,,,,,,,,,,,,,Queen Mary University of London,https://openalex.org/I166337079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ganesh Bannur,A5120650789,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
