Author,No. Papers,Notes,OA_Profile,OA_ID,ORCID,Display_name,Display_name_alternatives,works_count,cited_by_count,2yr_mean_citedness,h_index,i10_index,ID-1923,ID-1936,ID-1944,ID-1959,ID-1962,ID-1976,ID-1979,ID-1982,affiliation-1923,affiliation-1936,affiliation-1944,affiliation-1959,affiliation-1962,affiliation-1976,affiliation-1979,affiliation-1982,unique_affiliation_count,all_china,some_china,some_usa,all_countries,affiliation_display_name_1982,affiliation_id_1982,affiliation_country_1982,affiliation_display_name_1979,affiliation_id_1979,affiliation_country_1979,affiliation_display_name_1976,affiliation_id_1976,affiliation_country_1976,affiliation_display_name_1962,affiliation_id_1962,affiliation_country_1962,affiliation_display_name_1959,affiliation_id_1959,affiliation_country_1959,affiliation_display_name_1944,affiliation_id_1944,affiliation_country_1944,affiliation_display_name_1936,affiliation_id_1936,affiliation_country_1936,affiliation_display_name_1923,affiliation_id_1923,affiliation_country_1923,affiliation_data,unique_country_count,all_usa,Most Recent Affiliation Year,Most Recent Affiliation,Most Recent Affiliation Country,affiliation_id_1983,affiliation_country_1983,affiliation_display_name_1983,affiliation_id_1984,affiliation_country_1984,affiliation_display_name_1984,affiliation_id_1985,affiliation_country_1985,affiliation_display_name_1985,affiliation_id_1986,affiliation_country_1986,affiliation_display_name_1986,affiliation_id_1987,affiliation_country_1987,affiliation_display_name_1987,affiliation_id_1988,affiliation_country_1988,affiliation_display_name_1988,affiliation_id_1989,affiliation_country_1989,affiliation_display_name_1989,affiliation_id_1990,affiliation_country_1990,affiliation_display_name_1990,affiliation_id_1991,affiliation_country_1991,affiliation_display_name_1991,affiliation_id_1992,affiliation_country_1992,affiliation_display_name_1992,affiliation_id_1993,affiliation_country_1993,affiliation_display_name_1993,affiliation_id_1994,affiliation_country_1994,affiliation_display_name_1994,affiliation_id_1995,affiliation_country_1995,affiliation_display_name_1995,affiliation_id_1996,affiliation_country_1996,affiliation_display_name_1996,affiliation_id_1997,affiliation_country_1997,affiliation_display_name_1997,affiliation_id_1998,affiliation_country_1998,affiliation_display_name_1998,affiliation_id_1999,affiliation_country_1999,affiliation_display_name_1999,affiliation_id_2000,affiliation_country_2000,affiliation_display_name_2000,affiliation_id_2001,affiliation_country_2001,affiliation_display_name_2001,affiliation_id_2002,affiliation_country_2002,affiliation_display_name_2002,affiliation_id_2003,affiliation_country_2003,affiliation_display_name_2003,affiliation_id_2004,affiliation_country_2004,affiliation_display_name_2004,affiliation_id_2005,affiliation_country_2005,affiliation_display_name_2005,affiliation_id_2006,affiliation_country_2006,affiliation_display_name_2006,affiliation_id_2007,affiliation_country_2007,affiliation_display_name_2007,affiliation_id_2008,affiliation_country_2008,affiliation_display_name_2008,affiliation_id_2009,affiliation_country_2009,affiliation_display_name_2009,affiliation_id_2010,affiliation_country_2010,affiliation_display_name_2010,affiliation_id_2011,affiliation_country_2011,affiliation_display_name_2011,affiliation_id_2012,affiliation_country_2012,affiliation_display_name_2012,affiliation_id_2013,affiliation_country_2013,affiliation_display_name_2013,affiliation_id_2014,affiliation_country_2014,affiliation_display_name_2014,affiliation_id_2015,affiliation_country_2015,affiliation_display_name_2015,affiliation_id_2016,affiliation_country_2016,affiliation_display_name_2016,affiliation_id_2017,affiliation_country_2017,affiliation_display_name_2017,affiliation_id_2018,affiliation_country_2018,affiliation_display_name_2018,affiliation_id_2019,affiliation_country_2019,affiliation_display_name_2019,affiliation_id_2020,affiliation_country_2020,affiliation_display_name_2020,affiliation_id_2021,affiliation_country_2021,affiliation_display_name_2021,affiliation_id_2022,affiliation_country_2022,affiliation_display_name_2022,affiliation_id_2023,affiliation_country_2023,affiliation_display_name_2023,affiliation_id_2024,affiliation_country_2024,affiliation_display_name_2024,affiliation_id_2025,affiliation_country_2025,affiliation_display_name_2025,affiliation_id_2026,affiliation_country_2026,affiliation_display_name_2026
Chad Brick,1,,https://openalex.org/A5032173284,A5032173284,https://orcid.org/0000-0002-4814-9838,Chad Brick,"Brick, C., Brick, Cormac, C. Brick, C. M. Brick, C. M. Brick, Chad Brick, Chad M. Brick, Chad Michael Brick",21,415,0.0,7,6,,,,,,,,,,,,,,,,,5,False,False,True,"Italy, Sweden, United States",,,,,,,,,,,,,,,,,,,,,,,,,True,3,False,2022,Temple University,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I43968019,Sweden,Karlstad University,,,,,,,https://openalex.org/I27837315,United States,University of Michigan–Ann Arbor,https://openalex.org/I27837315,United States,University of Michigan–Ann Arbor,,,,,,,,,,https://openalex.org/I189158943,Italy,University of Milan,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210129774,United States,Caerus Molecular Diagnostics (United States),https://openalex.org/I27837315,United States,University of Michigan–Ann Arbor,,,,,,,,,,https://openalex.org/I84392919,United States,Temple University,,,,,,,,,,,,
Christopher A. Choquette-Choo,1,,https://openalex.org/A5063017186,A5063017186,,Christopher A. Choquette-Choo,"Choquette-Choo, Christopher A., Christopher A. Choquette-Choo, Jagielski, Matthew, Koverkathu, Vinod, Lan, Charline Le, Tao, David, Welty, Chris",59,2724,29.0,16,21,,,,,,,,,,,,,,,,,5,False,False,True,"Canada, Germany, United Kingdom, United States",,,,,,,,,,,,,,,,,,,,,,,,,True,4,False,2026,Michael & Associates,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I185261750,Canada,University of Toronto,https://openalex.org/I4210127509,Canada,Vector Institute,https://openalex.org/I4210127509,Canada,Vector Institute,,,,https://openalex.org/I4210113520,Germany,Brain (Germany),https://openalex.org/I4210090411,United Kingdom,DeepMind (United Kingdom),https://openalex.org/I4210090411,United Kingdom,DeepMind (United Kingdom),https://openalex.org/I4210131859,United States,Michael & Associates
Christopher De,1,,https://openalex.org/A5041869459,A5041869459,https://orcid.org/0000-0002-3610-2696,Christopher De,"C. M. De Sa, Choksi, Madiha Zahrah, Christopher De, Christopher De Sa, Christopher M. De Sa, De Sa, Christopher, Forde, Jessica Zosa, Lu, Yucheng, Vaughan, Jennifer Wortman",142,3623,2.0,30,62,,,,,,,,,,,,,,,,,2,False,False,True,United States,,,,,,,,,,,,,,,,,,,,,,,,,True,1,False,2025,Cornell University,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I97018004,United States,Stanford University,https://openalex.org/I97018004,United States,Stanford University,https://openalex.org/I97018004,United States,Stanford University,https://openalex.org/I97018004,United States,Stanford University,https://openalex.org/I205783295,United States,Cornell University,https://openalex.org/I205783295,United States,Cornell University,https://openalex.org/I205783295,United States,Cornell University,https://openalex.org/I205783295,United States,Cornell University,https://openalex.org/I205783295,United States,Cornell University,https://openalex.org/I205783295,United States,Cornell University,https://openalex.org/I205783295,United States,Cornell University,https://openalex.org/I205783295,United States,Cornell University,,,
Dahun Kim,1,,https://openalex.org/A5084688455,A5084688455,https://orcid.org/0000-0003-1776-6195,Dahun Kim,"Dahun Kim, Kim, Dahun",64,1567,2.8666666666666667,18,23,,,,,,,,,,,,,,,,,5,False,False,False,"Canada, Germany, South Korea, United Kingdom",,,,,,,,,,,,,,,,,,,,,,,,,True,4,False,2025,DeepMind (United Kingdom),United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210134443,South Korea,Daejeon Institute of Science and Technology,https://openalex.org/I4210099236,Canada,Kootenay Association for Science & Technology,https://openalex.org/I4210099236,Canada,Kootenay Association for Science & Technology,https://openalex.org/I878022262,South Korea,Korea Institute of Science & Technology Information,https://openalex.org/I4210099236,Canada,Kootenay Association for Science & Technology,https://openalex.org/I4210099236,Canada,Kootenay Association for Science & Technology,https://openalex.org/I4210113520,Germany,Brain (Germany),https://openalex.org/I4210090411,United Kingdom,DeepMind (United Kingdom),https://openalex.org/I4210090411,United Kingdom,DeepMind (United Kingdom),,,
Daniel Cer,2,,https://openalex.org/A5073726152,A5073726152,,Daniel Cer,"Cer, Daniel, Crepy, Clément, Daniel Cer, Daniel M. Cer, Ra- Madan Osman",77,9294,26.22222222222222,32,48,,,,,,,,,,,,,,,,,7,False,False,True,"Japan, United States",,,,,,,,,,,,,,,,,,,,,,,,,True,2,False,2022,University of Massachusetts Amherst,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I188538660,United States,University of Colorado Boulder,https://openalex.org/I97018004,United States,Stanford University,https://openalex.org/I97018004,United States,Stanford University,https://openalex.org/I97018004,United States,Stanford University,https://openalex.org/I97018004,United States,Stanford University,https://openalex.org/I97018004,United States,Stanford University,https://openalex.org/I2802236040,United States,University of Colorado System,https://openalex.org/I97018004,United States,Stanford University,https://openalex.org/I97018004,United States,Stanford University,https://openalex.org/I97018004,United States,Stanford University,https://openalex.org/I1291425158,United States,Google (United States),https://openalex.org/I1291425158,United States,Google (United States),https://openalex.org/I1291425158,United States,Google (United States),https://openalex.org/I1291425158,United States,Google (United States),https://openalex.org/I2251713219,Japan,NTT (Japan),https://openalex.org/I1291425158,United States,Google (United States),https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I24603500,United States,University of Massachusetts Amherst,,,,,,,,,,,,
Daniel E. Ho,1,,https://openalex.org/A5102614290,A5102614290,,Daniel E. Ho,"Daniel  E. Ho, Daniel E. Ho, Grimmelmann, James, Ho, Daniel E.",13,47,3.6153846153846154,2,1,,,,,,,,,,,,,,,,,2,False,False,True,United States,,,,,,,,,,,,,,,,,,,,,,,,,True,1,False,2025,Stanford University,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210137306,United States,Stanford Medicine,https://openalex.org/I97018004,United States,Stanford University,,,
Daniel Salz,2,,https://openalex.org/A5065353057,A5065353057,,Daniel Salz,"Daniel Salz, Salz, Daniel",10,307,8.0,5,5,,,,,,,,,,,,,,,,,1,False,False,True,United States,,,,,,,,,,,,,,,,,,,,,,,,,True,1,False,2024,Google (United States),United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I1291425158,United States,Google (United States),,,,,,
David Bau,1,,https://openalex.org/A5033305045,A5033305045,https://orcid.org/0000-0003-1744-6765,David Bau,"Anthony Bau, Bau, David, D. Anthony Bau, David Anthony Bau, David Bau, David Bau, III, Mengxiong Tang, Samuelson, Pamela",126,7582,4.351351351351352,29,43,,,,,,,,,,,,,,,,,8,False,True,True,"China, Mexico, United States",,,,,,,,,,,,,,,,,,,,,,,,,True,3,False,2025,Universidad del Noreste,Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I205783295,United States,Cornell University,,,,https://openalex.org/I1290206253,United States,Microsoft (United States),,,,,,,,,,https://openalex.org/I205783295,United States,Cornell University,,,,,,,,,,,,,,,,,,,https://openalex.org/I1291425158,United States,Google (United States),,,,,,,,,,,,,https://openalex.org/I4210159608,United States,University of Minnesota Crookston,https://openalex.org/I2800015558,United States,Phillips Exeter Academy,https://openalex.org/I63966007,United States,Massachusetts Institute of Technology,,,,https://openalex.org/I63966007,United States,Massachusetts Institute of Technology,https://openalex.org/I63966007,United States,Massachusetts Institute of Technology,https://openalex.org/I63966007,United States,Massachusetts Institute of Technology,https://openalex.org/I63966007,United States,Massachusetts Institute of Technology,https://openalex.org/I63966007,United States,Massachusetts Institute of Technology,https://openalex.org/I87182695,Mexico,Universidad del Noreste,https://openalex.org/I9224756,China,Northeastern University,https://openalex.org/I87182695,Mexico,Universidad del Noreste,https://openalex.org/I87182695,Mexico,Universidad del Noreste,,,
Divyashree Sreepathihalli,1,,https://openalex.org/A5120056005,A5120056005,,Divyashree Sreepathihalli,"Divyashree Sreepathihalli, Sreepathihalli, Divyashree",1,0,0.0,0,0,,,,,,,,,,,,,,,,,0,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ed Chi,1,,https://openalex.org/A5061612396,A5061612396,,Ed Chi,"Chi, Ed, E. Chi, Ed Chi",6,21,4.5,2,1,,,,,,,,,,,,,,,,,1,False,False,True,United States,,,,,,,,,,,,,,,,,,,,,,,,,True,1,False,2024,Google (United States),United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I1291425158,United States,Google (United States),,,,,,
Edgar A. Duéñez‐Guzmán,1,,https://openalex.org/A5061221525,A5061221525,https://orcid.org/0000-0002-6212-9104,Edgar A. Duéñez‐Guzmán,"Ali Emre Turgut, Du\'e\~nez-Guzm\'an, Edgar A., Duenez-Guzman, Edgar, Duéñez-Guzmán, Edgar, Duéñez-Guzmán, Edgar A., Edgar A Duéñez-Guzmán, Edgar A. Duenez-Guzman, Edgar A. Duèñez-Guzmán, Edgar A. Duénez-Guzmán, Edgar A. Duéñez-Guzmán",61,1001,0.75,16,24,,,,,,,,,,,,,,,,,7,False,False,True,"Belgium, United Kingdom, United States",,,,,,,,,,,,,,,,,,,,,,,,,True,3,False,2025,Google (United Kingdom),United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I75027704,United States,University of Tennessee at Knoxville,https://openalex.org/I75027704,United States,University of Tennessee at Knoxville,https://openalex.org/I136199984,United States,Harvard University,https://openalex.org/I2801851002,United States,Harvard University Press,https://openalex.org/I99464096,Belgium,KU Leuven,https://openalex.org/I99464096,Belgium,KU Leuven,https://openalex.org/I99464096,Belgium,KU Leuven,https://openalex.org/I99464096,Belgium,KU Leuven,,,,,,,https://openalex.org/I1291425158,United States,Google (United States),https://openalex.org/I4210090411,United Kingdom,DeepMind (United Kingdom),https://openalex.org/I4210090411,United Kingdom,DeepMind (United Kingdom),https://openalex.org/I4210090411,United Kingdom,DeepMind (United Kingdom),https://openalex.org/I4210090411,United Kingdom,DeepMind (United Kingdom),https://openalex.org/I4210113297,United Kingdom,Google (United Kingdom),https://openalex.org/I4210113297,United Kingdom,Google (United Kingdom),https://openalex.org/I4210113297,United Kingdom,Google (United Kingdom),,,
Eleni Triantafillou,1,,https://openalex.org/A5091334872,A5091334872,https://orcid.org/0000-0002-2993-9674,Eleni Triantafillou,"E Triantafillou, Eleni Triantafillou, Eleni Triantafillou (683968), Hayes, Jamie, Kairouz, Peter, Triantafillou, Eleni",43,290,2.0,10,10,,,,,,,,,,,,,,,,,5,False,False,False,"Greece, United Kingdom",,,,,,,,,,,,,,,,,,,,,,,,,True,2,False,2025,DeepMind (United Kingdom),United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I94353236,Greece,Hellenic Center for Disease Control & Prevention,,,,,,,https://openalex.org/I94353236,Greece,Hellenic Center for Disease Control & Prevention,,,,https://openalex.org/I94353236,Greece,Hellenic Center for Disease Control & Prevention,https://openalex.org/I4210132093,Greece,Metaxa Hospital,,,,https://openalex.org/I4210132093,Greece,Metaxa Hospital,,,,https://openalex.org/I4210147585,Greece,National Public Health Organization,,,,,,,,,,https://openalex.org/I4210113297,United Kingdom,Google (United Kingdom),https://openalex.org/I4210090411,United Kingdom,DeepMind (United Kingdom),,,
Enrique Alfonseca,1,,https://openalex.org/A5091708404,A5091708404,,Enrique Alfonseca,"Alfonseca, Enrique, E. Alfonseca, Enrique Alfonseca",91,3041,0.0,24,44,,,,,,,,,,,,,,,,,4,False,False,True,"Spain, Switzerland, United States",,,,,,,,,,,,,,,,,,,,,,,,,True,3,False,2023,Google (United States),United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I63634437,Spain,Universidad Autónoma de Madrid,,,,https://openalex.org/I63634437,Spain,Universidad Autónoma de Madrid,,,,https://openalex.org/I63634437,Spain,Universidad Autónoma de Madrid,https://openalex.org/I63634437,Spain,Universidad Autónoma de Madrid,https://openalex.org/I63634437,Spain,Universidad Autónoma de Madrid,https://openalex.org/I63634437,Spain,Universidad Autónoma de Madrid,https://openalex.org/I63634437,Spain,Universidad Autónoma de Madrid,https://openalex.org/I63634437,Spain,Universidad Autónoma de Madrid,https://openalex.org/I63634437,Spain,Universidad Autónoma de Madrid,https://openalex.org/I4210100430,Switzerland,Google (Switzerland),https://openalex.org/I4210100430,Switzerland,Google (Switzerland),https://openalex.org/I4210100430,Switzerland,Google (Switzerland),https://openalex.org/I4210100430,Switzerland,Google (Switzerland),https://openalex.org/I4210100430,Switzerland,Google (Switzerland),https://openalex.org/I1291425158,United States,Google (United States),https://openalex.org/I4210100430,Switzerland,Google (Switzerland),,,,https://openalex.org/I4210100430,Switzerland,Google (Switzerland),,,,https://openalex.org/I97018004,United States,Stanford University,,,,,,,https://openalex.org/I4210100430,Switzerland,Google (Switzerland),https://openalex.org/I1291425158,United States,Google (United States),,,,,,,,,
Ethan Dyer,1,,https://openalex.org/A5010086803,A5010086803,https://orcid.org/0000-0001-5391-3100,Ethan Dyer,"Charbonneau, Patrick, Chu, Eric, Dyer, Ethan, Dyer, Ethan [Stanford Univ., CA (United States). Stanford Inst. for Theoretical Physics]; Freedman, Daniel Z. [Stanford Univ., CA (United States). Stanford Inst. for Theoretical Physics; Massachusetts Inst. of Technology (MIT), Cambridge, MA (United States). Center for Theoretical Physics; Massachusetts Inst. of Technology (MIT), Cambridge, MA (United States). Dept. of Mathematics]; Sully, James [SLAC National Accelerator Lab., Menlo Park, CA (United States). Theory Group; McGill Univ., Montreal, E Dyer, Ellen L. Dyer, Erin Dyer, Ethan B. Dyer, Ethan Dyer, Paduraru, Cosmin",52,3675,77.0,23,30,,,,,,,,,,,,,,,,,8,False,False,True,"United Kingdom, United States",,,,,,,,,,,,,,,,,,,,,,,,,True,2,False,2025,Western Michigan University,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I78577930,United States,Columbia University,,,,,,,,,,,,,https://openalex.org/I97018004,United States,Stanford University,https://openalex.org/I97018004,United States,Stanford University,https://openalex.org/I97018004,United States,Stanford University,https://openalex.org/I97018004,United States,Stanford University,https://openalex.org/I6059380,United States,University of Baltimore,https://openalex.org/I4210157707,United Kingdom,University Hospital Lewisham,https://openalex.org/I1291425158,United States,Google (United States),https://openalex.org/I2799853436,United States,Johns Hopkins Medicine,https://openalex.org/I97018004,United States,Stanford University,https://openalex.org/I32971472,United States,Yale University,https://openalex.org/I1291425158,United States,Google (United States),https://openalex.org/I141649380,United States,Western Michigan University,,,
Feiyang Chen,2,,https://openalex.org/A5102837388,A5102837388,https://orcid.org/0000-0001-9340-7114,Feiyang Chen,"Chen, Feiyang, Feiyang Chen",10,181,2.0,6,5,,,,,,,,,,,,,,,,,4,False,True,False,China,,,,,,,,,,,,,,,,,,,,,,,,,True,1,False,2026,Shanghai Jiao Tong University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210151209,China,Collaborative Innovation Center of Chemical Science and Engineering Tianjin,,,,,,,,,,https://openalex.org/I183067930,China,Shanghai Jiao Tong University,https://openalex.org/I183067930,China,Shanghai Jiao Tong University,,,,,,,,,,https://openalex.org/I20942203,China,Hainan University,https://openalex.org/I91125648,China,Wuhan Institute of Technology,https://openalex.org/I183067930,China,Shanghai Jiao Tong University
Feng Han,2,,https://openalex.org/A5101224272,A5101224272,,Feng Han,"Feng Han, Han Feng, Han, Feng",7,47,2.4,3,2,,,,,,,,,,,,,,,,,4,False,True,False,China,,,,,,,,,,,,,,,,,,,,,,,,,True,1,False,2025,First Affiliated Hospital of Dalian Medical University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210142622,China,Wuhan Children's Hospital,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210133882,China,China Railway Construction Corporation (China),https://openalex.org/I79731167,China,Hainan Medical University,https://openalex.org/I4210140813,China,First Affiliated Hospital of Dalian Medical University,,,
Fernando Delgado,1,,https://openalex.org/A5040999406,A5040999406,https://orcid.org/0000-0001-6131-4124,Fernando Delgado,"Delgado, Fernando, F. A. Delgado, Fernando A. Delgado, Fernando Delgado, Shumailov, Ilia",18,274,1.6666666666666667,6,5,,,,,,,,https://openalex.org/I145311948,,,,,,,,Johns Hopkins University,4,False,False,True,"United States, Uruguay",Johns Hopkins University,https://openalex.org/I145311948,United States,,,,,,,,,,,,,,,,,,,,,,True,2,False,2025,Cornell University,United States,https://openalex.org/I2802946424,United States,Johns Hopkins University Applied Physics Laboratory,,,,,,,,,,https://openalex.org/I2799853436,United States,Johns Hopkins Medicine,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I2799853436,United States,Johns Hopkins Medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210114270,Uruguay,Banco Central del Uruguay,,,,,,,,,,,,,,,,,,,https://openalex.org/I205783295,United States,Cornell University,https://openalex.org/I205783295,United States,Cornell University,,,,https://openalex.org/I205783295,United States,Cornell University,https://openalex.org/I205783295,United States,Cornell University,,,,https://openalex.org/I205783295,United States,Cornell University,,,
