Author,OA_ID,unique_affiliation_count,affiliation-2026,ID-2026,affiliation-2025,ID-2025,affiliation-2024,ID-2024,affiliation-2023,ID-2023,affiliation-2022,ID-2022,affiliation-2021,ID-2021,affiliation-2020,ID-2020,affiliation-2019,ID-2019,affiliation-2018,ID-2018,affiliation-2017,ID-2017,affiliation-2016,ID-2016,affiliation-2015,ID-2015,affiliation-2014,ID-2014,affiliation-2013,ID-2013,affiliation-2012,ID-2012,affiliation-2011,ID-2011,affiliation-2010,ID-2010,affiliation-2009,ID-2009,affiliation-2008,ID-2008,affiliation-2007,ID-2007,affiliation-2006,ID-2006,affiliation-2005,ID-2005,affiliation-2004,ID-2004,affiliation-2003,ID-2003,affiliation-2002,ID-2002,affiliation-2001,ID-2001,affiliation-2000,ID-2000,affiliation-1999,ID-1999,affiliation-1998,ID-1998,affiliation-1997,ID-1997,affiliation-1996,ID-1996,affiliation-1995,ID-1995,affiliation-1994,ID-1994,affiliation-1993,ID-1993,affiliation-1992,ID-1992,affiliation-1991,ID-1991,affiliation-1990,ID-1990,affiliation-1989,ID-1989,affiliation-1988,ID-1988,affiliation-1987,ID-1987,affiliation-1986,ID-1986,affiliation-1985,ID-1985,affiliation-1984,ID-1984,affiliation-1983,ID-1983,affiliation-1982,ID-1982,affiliation-1979,ID-1979,affiliation-1976,ID-1976,affiliation-1962,ID-1962,affiliation-1959,ID-1959,affiliation-1944,ID-1944,affiliation-1936,ID-1936,affiliation-1923,ID-1923
Katja Filippova,A5037657908,7,,,DeepMind (United Kingdom),https://openalex.org/I4210090411,,,,,Google (United States),https://openalex.org/I1291425158,Google (United States),https://openalex.org/I1291425158,North-West Institute of Management,https://openalex.org/I4210113084,,,New York University,https://openalex.org/I57206974,,,,,Google (Switzerland),https://openalex.org/I4210100430,Google (United States),https://openalex.org/I1291425158,Google (Switzerland),https://openalex.org/I4210100430,Google (Switzerland),https://openalex.org/I4210100430,Google (Switzerland),https://openalex.org/I4210100430,Google (United States),https://openalex.org/I1291425158,European Media Laboratory (Germany),https://openalex.org/I4210110633,European Media Laboratory (Germany),https://openalex.org/I4210110633,University of Tübingen,https://openalex.org/I8087733,European Media Laboratory (Germany),https://openalex.org/I4210110633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ke Chen,A5100649535,10,Ningbo Institute of Industrial Technology,https://openalex.org/I4210165339,First Affiliated Hospital of Soochow University,https://openalex.org/I4210153519,Southeast University,https://openalex.org/I76569877,South China University of Technology,https://openalex.org/I90610280,Nanjing University of Aeronautics and Astronautics,https://openalex.org/I9842412,South China University of Technology,https://openalex.org/I90610280,South China University of Technology,https://openalex.org/I90610280,South China University of Technology,https://openalex.org/I90610280,South China University of Technology,https://openalex.org/I90610280,Zhejiang University,https://openalex.org/I76130692,Beihang University,https://openalex.org/I82880672,Beihang University,https://openalex.org/I82880672,Tampere University,https://openalex.org/I4210133110,Southeast University,https://openalex.org/I76569877,Beihang University,https://openalex.org/I82880672,South China University of Technology,https://openalex.org/I90610280,Beihang University,https://openalex.org/I82880672,,,Beihang University,https://openalex.org/I82880672,,,University of Cincinnati,https://openalex.org/I63135867,Beihang University,https://openalex.org/I82880672,Heilongjiang Institute of Technology,https://openalex.org/I4210161462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kelvin Xu,A5060717631,4,,,,,Diocese of Brooklyn,https://openalex.org/I2801888874,"University of California, Berkeley",https://openalex.org/I95457486,,,"University of California, Berkeley",https://openalex.org/I95457486,"University of California, Berkeley",https://openalex.org/I95457486,"University of California, Berkeley",https://openalex.org/I95457486,"University of California, Berkeley",https://openalex.org/I95457486,Université de Montréal,https://openalex.org/I70931966,Université de Montréal,https://openalex.org/I70931966,Université de Montréal,https://openalex.org/I70931966,,,,,,,,,,,,,,,Nanyang Technological University,https://openalex.org/I172675005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ken Liu,A5101494882,11,Mayo Clinic Health System,https://openalex.org/I4210123409,Stanford University,https://openalex.org/I97018004,University of Atlanta,https://openalex.org/I96163493,Emory University,https://openalex.org/I150468666,Columbia University,https://openalex.org/I78577930,Emory University,https://openalex.org/I150468666,Singer (United States),https://openalex.org/I890505096,Emory University,https://openalex.org/I150468666,Clark Atlanta University,https://openalex.org/I52064589,Emory University,https://openalex.org/I150468666,Walker (United States),https://openalex.org/I4210164117,Emory University,https://openalex.org/I150468666,"Merck & Co., Inc., Rahway, NJ, USA (United States)",https://openalex.org/I1285764155,,,,,,,,,,,,,,,University of Melbourne,https://openalex.org/I165779595,,,,,,,,,,,"Merck & Co., Inc., Rahway, NJ, USA (United States)",https://openalex.org/I1285764155,,,,,University of Wisconsin–Madison,https://openalex.org/I135310074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin Klyman,A5093104547,1,,,Stanford University,https://openalex.org/I97018004,Stanford University,https://openalex.org/I97018004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin P. Murphy,A5032986126,11,Cardiff University,https://openalex.org/I79510175,Cardiff University,https://openalex.org/I79510175,,,,,Mercy University Hospital,https://openalex.org/I4210100707,St. Paul's Hospital,https://openalex.org/I4210144237,,,Atrium Medical Cente,https://openalex.org/I4210104759,Cork University Hospital,https://openalex.org/I2802396013,Cork University Hospital,https://openalex.org/I2802396013,Creative Research Enterprises (United States),https://openalex.org/I4210153153,Mercy University Hospital,https://openalex.org/I4210100707,Mercy University Hospital,https://openalex.org/I4210100707,Cork University Hospital,https://openalex.org/I2802396013,Mercy University Hospital,https://openalex.org/I4210100707,Cork University Hospital,https://openalex.org/I2802396013,,,Heekin Clinic,https://openalex.org/I4210127679,Heekin Clinic,https://openalex.org/I4210127679,Heekin Clinic,https://openalex.org/I4210127679,Walter Reed Army Institute of Research,https://openalex.org/I92664306,,,Walter Reed Army Institute of Research,https://openalex.org/I92664306,,,Uniformed Services University of the Health Sciences,https://openalex.org/I148314036,,,Hughston Clinic,https://openalex.org/I4210092440,,,,,,,,,,,Cork University Hospital,https://openalex.org/I2802396013,,,,,,,Mayo Clinic in Arizona,https://openalex.org/I4210125099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kiran Vodrahalli,A5007053674,2,,,,,,,,,Columbia University,https://openalex.org/I78577930,Columbia University,https://openalex.org/I78577930,Columbia University,https://openalex.org/I78577930,Columbia University,https://openalex.org/I78577930,Columbia University,https://openalex.org/I78577930,Princeton University,https://openalex.org/I20089843,Princeton University,https://openalex.org/I20089843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Koert Chen,A5022123903,2,,,,,,,,,,,,,,,,,,,,,,,Chung Yuan Christian University,https://openalex.org/I151221077,,,,,,,National Cheng Kung University,https://openalex.org/I91807558,,,,,,,,,,,,,,,National Cheng Kung University,https://openalex.org/I91807558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucas Gonzalez,A5113077275,2,,,University of Chicago,https://openalex.org/I40347166,Université du Québec à Chicoutimi,https://openalex.org/I104914703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhuri Shanbhogue,A5021062067,2,,,,,,,,,,,,,,,Georgia Institute of Technology,https://openalex.org/I130701444,Georgia Institute of Technology,https://openalex.org/I130701444,,,,,,,,,,,National Institute of Technology Karnataka,https://openalex.org/I11880225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manfred Diaz,A5025430674,2,,,,,,,,,,,Université de Montréal,https://openalex.org/I70931966,,,Université de Montréal,https://openalex.org/I70931966,,,Concordia University,https://openalex.org/I60158472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark A. Lemley,A5088186426,6,,,Stanford University,https://openalex.org/I97018004,Artificial Intelligence in Medicine (Canada),https://openalex.org/I4210164862,Stanford Medicine,https://openalex.org/I4210137306,Stanford Medicine,https://openalex.org/I4210137306,Stanford Medicine,https://openalex.org/I4210137306,Stanford Medicine,https://openalex.org/I4210137306,University of Hong Kong,https://openalex.org/I889458895,Stanford Medicine,https://openalex.org/I4210137306,Stanford Medicine,https://openalex.org/I4210137306,Stanford University,https://openalex.org/I97018004,Stanford Medicine,https://openalex.org/I4210137306,Stanford University,https://openalex.org/I97018004,"University of California, Berkeley",https://openalex.org/I95457486,"University of California, Berkeley",https://openalex.org/I95457486,Stanford Medicine,https://openalex.org/I4210137306,Stanford Medicine,https://openalex.org/I4210137306,Stanford University,https://openalex.org/I97018004,George Washington University,https://openalex.org/I193531525,"University of California, Berkeley",https://openalex.org/I95457486,,,Stanford Medicine,https://openalex.org/I4210137306,Stanford Medicine,https://openalex.org/I4210137306,"University of California, Berkeley",https://openalex.org/I95457486,"University of California, Berkeley",https://openalex.org/I95457486,"University of California, Berkeley",https://openalex.org/I95457486,"University of California, Berkeley",https://openalex.org/I95457486,"University of California, Berkeley",https://openalex.org/I95457486,"University of California, Berkeley",https://openalex.org/I95457486,Stanford Medicine,https://openalex.org/I4210137306,Stanford Medicine,https://openalex.org/I4210137306,"University of California, Berkeley",https://openalex.org/I95457486,,,,,"University of California, Berkeley",https://openalex.org/I95457486,"University of California, Berkeley",https://openalex.org/I95457486,"University of California, Berkeley",https://openalex.org/I95457486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark Sherwood,A5120056004,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matthew Jagielski,A5054655342,4,,,DeepMind (United Kingdom),https://openalex.org/I4210090411,DeepMind (United Kingdom),https://openalex.org/I4210090411,Google (United States),https://openalex.org/I1291425158,Google (United States),https://openalex.org/I1291425158,Northeastern University,https://openalex.org/I12912129,Universidad del Noreste,https://openalex.org/I87182695,Google (United States),https://openalex.org/I1291425158,Universidad del Noreste,https://openalex.org/I87182695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mehran Kazemi,A5061716911,2,,,Google (United States),https://openalex.org/I1291425158,Google (United States),https://openalex.org/I1291425158,Google (Canada),https://openalex.org/I4210148186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Boratko,A5062977994,3,,,,,,,,,University of Massachusetts Amherst,https://openalex.org/I24603500,The University of Texas at Austin,https://openalex.org/I86519309,University of Massachusetts Amherst,https://openalex.org/I24603500,,,New York University,https://openalex.org/I57206974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michelle Casbon,A5106276485,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miguel Lázaro-Gredilla,A5076182014,6,,,Google (United Kingdom),https://openalex.org/I4210113297,Google (United States),https://openalex.org/I1291425158,DeepMind (United Kingdom),https://openalex.org/I4210090411,,,Universidad Carlos III de Madrid,https://openalex.org/I50357001,,,Clarion University,https://openalex.org/I114686714,Universidad Carlos III de Madrid,https://openalex.org/I50357001,Clarion University,https://openalex.org/I114686714,,,Universidad Carlos III de Madrid,https://openalex.org/I50357001,Universidad Carlos III de Madrid,https://openalex.org/I50357001,Universidad Carlos III de Madrid,https://openalex.org/I50357001,Universidad Carlos III de Madrid,https://openalex.org/I50357001,University of Castilla-La Mancha,https://openalex.org/I79189158,Universidad Carlos III de Madrid,https://openalex.org/I50357001,Universidad Carlos III de Madrid,https://openalex.org/I50357001,,,Universidad Carlos III de Madrid,https://openalex.org/I50357001,,,Universidad Carlos III de Madrid,https://openalex.org/I50357001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miles Brundage,A5066559387,3,,,,,,,,,,,OpenAI (United States),https://openalex.org/I4210161460,OpenAI (United States),https://openalex.org/I4210161460,OpenAI (United States),https://openalex.org/I4210161460,,,Arizona State University,https://openalex.org/I55732556,Arizona State University,https://openalex.org/I55732556,Arizona State University,https://openalex.org/I55732556,Arizona State University,https://openalex.org/I55732556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US Forest Service,https://openalex.org/I1313416372
Min Soo Choi,A5112299625,2,,,,,,,,,,,,,,,,,,,Jeonbuk National University,https://openalex.org/I80611190,,,,,,,,,,,,,,,,,,,,,Korea Research Institute of Chemical Technology,https://openalex.org/I4210151417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minsung Choi,A5101568404,6,,,Kangnam University,https://openalex.org/I204954614,National Forensic Institute,https://openalex.org/I4210155313,National Forensic Institute,https://openalex.org/I4210155313,,,National Forensic Institute,https://openalex.org/I4210155313,National Forensic Institute,https://openalex.org/I4210155313,Seoul Institute,https://openalex.org/I4210095123,National Forensic Institute,https://openalex.org/I4210155313,National Forensic Institute,https://openalex.org/I4210155313,National Forensic Institute,https://openalex.org/I4210155313,,,Daejeon Institute of Science and Technology,https://openalex.org/I4210134443,National Forensic Institute,https://openalex.org/I4210155313,National Forensic Institute,https://openalex.org/I4210155313,University of Sheffield,https://openalex.org/I91136226,,,,,,,,,,,,,Soonchunhyang University,https://openalex.org/I24541011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miranda Bogen,A5094155749,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mojtaba Seyedhosseini,A5053494387,2,,,,,Google (United States),https://openalex.org/I1291425158,Google (United States),https://openalex.org/I1291425158,,,,,,,,,,,,,University of Utah,https://openalex.org/I223532165,University of Utah,https://openalex.org/I223532165,University of Utah,https://openalex.org/I223532165,University of Utah,https://openalex.org/I223532165,,,University of Utah,https://openalex.org/I223532165,University of Utah,https://openalex.org/I223532165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicolas Papernot,A5018809423,4,,,Vector Institute,https://openalex.org/I4210127509,Vector Institute,https://openalex.org/I4210127509,Vector Oncology (United States),https://openalex.org/I4210159747,Vector Institute,https://openalex.org/I4210127509,Vector Institute,https://openalex.org/I4210127509,Vector Institute,https://openalex.org/I4210127509,Google (Canada),https://openalex.org/I4210148186,Pennsylvania State University,https://openalex.org/I130769515,Pennsylvania State University,https://openalex.org/I130769515,Pennsylvania State University,https://openalex.org/I130769515,Pennsylvania State University,https://openalex.org/I130769515,Pennsylvania State University,https://openalex.org/I130769515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicole Mitchell,A5115087478,1,,,Google (United States),https://openalex.org/I1291425158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nilesh Tripuraneni,A5026221871,3,,,,,Google (United States),https://openalex.org/I1291425158,,,,,"University of California, Berkeley",https://openalex.org/I95457486,"University of California, Berkeley",https://openalex.org/I95457486,"University of California, Berkeley",https://openalex.org/I95457486,"University of California, Berkeley",https://openalex.org/I95457486,"University of California, Berkeley",https://openalex.org/I95457486,,,University of Cambridge,https://openalex.org/I241749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niloofar Mireshghallah,A5093022042,2,,,University of Washington,https://openalex.org/I201448701,,,University of California San Diego,https://openalex.org/I36258959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nishanth Dikkala,A5000758286,3,,,,,,,Harvard University Press,https://openalex.org/I2801851002,,,Massachusetts Institute of Technology,https://openalex.org/I63966007,Massachusetts Institute of Technology,https://openalex.org/I63966007,Massachusetts Institute of Technology,https://openalex.org/I63966007,Massachusetts Institute of Technology,https://openalex.org/I63966007,Massachusetts Institute of Technology,https://openalex.org/I63966007,Massachusetts Institute of Technology,https://openalex.org/I63966007,Massachusetts Institute of Technology,https://openalex.org/I63966007,,,Indian Institute of Technology Bombay,https://openalex.org/I162827531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nithi Gupta,A5031048937,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian Institute of Technology Delhi,https://openalex.org/I68891433,,,Indian Institute of Technology Delhi,https://openalex.org/I68891433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nithya Attaluri,A5002701525,1,,,,,,,,,,,Massachusetts Institute of Technology,https://openalex.org/I63966007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Olivier Lacombe,A5010285605,6,,,,,Crossject (France),https://openalex.org/I4210087051,,,,,Inventiva (France),https://openalex.org/I4210126951,Inventiva (France),https://openalex.org/I4210126951,Inventiva (France),https://openalex.org/I4210126951,Inventiva (France),https://openalex.org/I4210126951,Inventiva (France),https://openalex.org/I4210126951,,,,,,,,,,,Institut Alfred Fournier,https://openalex.org/I4210156625,,,,,,,,,,,École Nationale Vétérinaire de Toulouse,https://openalex.org/I176063091,Servier (France),https://openalex.org/I4210135308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Universidade de São Paulo,https://openalex.org/I17974374,,,,,,,,,,
Omar Sanseviero,A5119790513,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orhan Fırat,A5035914396,5,,,,,,,Google (United States),https://openalex.org/I1291425158,Google (United States),https://openalex.org/I1291425158,Google (United States),https://openalex.org/I1291425158,University of Hong Kong,https://openalex.org/I889458895,Bar-Ilan University,https://openalex.org/I13955877,Google (United States),https://openalex.org/I1291425158,New York University,https://openalex.org/I57206974,Middle East Technical University,https://openalex.org/I201799495,Middle East Technical University,https://openalex.org/I201799495,Middle East Technical University,https://openalex.org/I201799495,Middle East Technical University,https://openalex.org/I201799495,Middle East Technical University,https://openalex.org/I201799495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pamela Samuelson,A5111562753,2,,,"University of California, Berkeley",https://openalex.org/I95457486,"University of California, Berkeley",https://openalex.org/I95457486,"University of California, Berkeley",https://openalex.org/I95457486,"University of California, Berkeley",https://openalex.org/I95457486,"University of California, Berkeley",https://openalex.org/I95457486,"University of California, Berkeley",https://openalex.org/I95457486,"University of California, Berkeley",https://openalex.org/I95457486,"University of California, Berkeley",https://openalex.org/I95457486,"University of California, Berkeley",https://openalex.org/I95457486,"University of California, Berkeley",https://openalex.org/I95457486,"University of California, Berkeley",https://openalex.org/I95457486,"University of California, Berkeley",https://openalex.org/I95457486,"University of California, Berkeley",https://openalex.org/I95457486,"University of California, Berkeley",https://openalex.org/I95457486,"University of California, Berkeley",https://openalex.org/I95457486,"University of California, Berkeley",https://openalex.org/I95457486,"University of California, Berkeley",https://openalex.org/I95457486,"University of California, Berkeley",https://openalex.org/I95457486,"University of California, Berkeley",https://openalex.org/I95457486,"University of California, Berkeley",https://openalex.org/I95457486,"University of California, Berkeley",https://openalex.org/I95457486,"University of California, Berkeley",https://openalex.org/I95457486,"University of California, Berkeley",https://openalex.org/I95457486,"University of California, Berkeley",https://openalex.org/I95457486,"University of California, Berkeley",https://openalex.org/I95457486,"University of California, Berkeley",https://openalex.org/I95457486,"University of California, Berkeley",https://openalex.org/I95457486,"University of California, Berkeley",https://openalex.org/I95457486,"University of California, Berkeley",https://openalex.org/I95457486,"University of California, Berkeley",https://openalex.org/I95457486,"University of California, Berkeley",https://openalex.org/I95457486,"University of California, Berkeley",https://openalex.org/I95457486,"University of California, Berkeley",https://openalex.org/I95457486,University of Pittsburgh,https://openalex.org/I170201317,"University of California, Berkeley",https://openalex.org/I95457486,"University of California, Berkeley",https://openalex.org/I95457486,"University of California, Berkeley",https://openalex.org/I95457486,"University of California, Berkeley",https://openalex.org/I95457486,"University of California, Berkeley",https://openalex.org/I95457486,"University of California, Berkeley",https://openalex.org/I95457486,"University of California, Berkeley",https://openalex.org/I95457486,"University of California, Berkeley",https://openalex.org/I95457486,,,,,,,,,,,,,,,,,,
Parashar Shah,A5114111243,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paul Suganthan,A5104217740,2,,,,,,,,,,,,,,,Google (United States),https://openalex.org/I1291425158,University of Wisconsin–Madison,https://openalex.org/I135310074,University of Wisconsin–Madison,https://openalex.org/I135310074,,,University of Wisconsin–Madison,https://openalex.org/I135310074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Percy Liang,A5025255782,3,,,Stanford University,https://openalex.org/I97018004,Stanford University,https://openalex.org/I97018004,Stanford University,https://openalex.org/I97018004,Stanford University,https://openalex.org/I97018004,Stanford University,https://openalex.org/I97018004,Stanford University,https://openalex.org/I97018004,Stanford University,https://openalex.org/I97018004,Stanford University,https://openalex.org/I97018004,Stanford University,https://openalex.org/I97018004,Stanford University,https://openalex.org/I97018004,Stanford University,https://openalex.org/I97018004,Stanford University,https://openalex.org/I97018004,Stanford University,https://openalex.org/I97018004,Stanford University,https://openalex.org/I97018004,"University of California, Berkeley",https://openalex.org/I95457486,"University of California, Berkeley",https://openalex.org/I95457486,"University of California, Berkeley",https://openalex.org/I95457486,"University of California, Berkeley",https://openalex.org/I95457486,"University of California, Berkeley",https://openalex.org/I95457486,"University of California, Berkeley",https://openalex.org/I95457486,Massachusetts Institute of Technology,https://openalex.org/I63966007,Massachusetts Institute of Technology,https://openalex.org/I63966007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peter Kairouz,A5099137347,1,,,Google (United States),https://openalex.org/I1291425158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peter Sunehag,A5046100176,7,,,,,,,DeepMind (United Kingdom),https://openalex.org/I4210090411,DeepMind (United Kingdom),https://openalex.org/I4210090411,Google (United States),https://openalex.org/I1291425158,Google (United States),https://openalex.org/I1291425158,DeepMind (United Kingdom),https://openalex.org/I4210090411,DeepMind (United Kingdom),https://openalex.org/I4210090411,Polytechnique Montréal,https://openalex.org/I45683168,,,Google (United Kingdom),https://openalex.org/I4210113297,Australian National University,https://openalex.org/I118347636,Australian National University,https://openalex.org/I118347636,Data61,https://openalex.org/I42894916,Australian National University,https://openalex.org/I118347636,Data61,https://openalex.org/I42894916,Data61,https://openalex.org/I42894916,Data61,https://openalex.org/I42894916,,,Data61,https://openalex.org/I42894916,,,Uppsala University,https://openalex.org/I123387679,Uppsala University,https://openalex.org/I123387679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qin Yin,A5101888648,9,Affiliated Hospital of Youjiang Medical University for Nationalities,https://openalex.org/I4210130692,Nanjing Medical University,https://openalex.org/I83519826,Zhejiang Academy of Forestry,https://openalex.org/I4210166194,Nanjing University,https://openalex.org/I881766915,Nanjing Drum Tower Hospital,https://openalex.org/I4210111013,Nanjing Drum Tower Hospital,https://openalex.org/I4210111013,Nanjing Drum Tower Hospital,https://openalex.org/I4210111013,Nanjing Drum Tower Hospital,https://openalex.org/I4210111013,,,Shanghai Jiao Tong University,https://openalex.org/I183067930,,,,,Nanjing University,https://openalex.org/I881766915,Zunyi Medical University,https://openalex.org/I182386381,Nanjing University,https://openalex.org/I881766915,Fujian Medical University,https://openalex.org/I129708740,,,Air Force Medical University,https://openalex.org/I9916479,,,Nanjing University,https://openalex.org/I881766915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quoc V. Le,A5088551093,9,,,Sungkyunkwan University,https://openalex.org/I848706,Google (United States),https://openalex.org/I1291425158,Stanford University,https://openalex.org/I97018004,Instituto Pedro Nunes,https://openalex.org/I4402554021,Brain (Germany),https://openalex.org/I4210113520,Brain (Germany),https://openalex.org/I4210113520,Brain (Germany),https://openalex.org/I4210113520,New York University,https://openalex.org/I57206974,Academic College of Tel Aviv-Yafo,https://openalex.org/I4210141777,Tel Aviv University,https://openalex.org/I16391192,Google (United States),https://openalex.org/I1291425158,Google (United States),https://openalex.org/I1291425158,Google (United States),https://openalex.org/I1291425158,Stanford University,https://openalex.org/I97018004,Stanford University,https://openalex.org/I97018004,Stanford University,https://openalex.org/I97018004,Stanford University,https://openalex.org/I97018004,Stanford University,https://openalex.org/I97018004,Stanford University,https://openalex.org/I97018004,Data61,https://openalex.org/I42894916,Data61,https://openalex.org/I42894916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rajkumar Vasudeva Raju,A5072064524,2,,,,,Google (United States),https://openalex.org/I1291425158,,,,,,,,,,,,,,,Rice University,https://openalex.org/I74775410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
