Author,OA_ID,unique_affiliation_count,all_china,some_china,some_usa,all_countries,affiliation_display_name_2026,affiliation_id_2026,affiliation_country_2026,affiliation_display_name_2025,affiliation_id_2025,affiliation_country_2025,affiliation_display_name_2024,affiliation_id_2024,affiliation_country_2024,affiliation_display_name_2023,affiliation_id_2023,affiliation_country_2023,affiliation_display_name_2022,affiliation_id_2022,affiliation_country_2022,affiliation_display_name_2021,affiliation_id_2021,affiliation_country_2021,affiliation_display_name_2020,affiliation_id_2020,affiliation_country_2020,affiliation_display_name_2019,affiliation_id_2019,affiliation_country_2019,affiliation_display_name_2018,affiliation_id_2018,affiliation_country_2018,affiliation_display_name_2017,affiliation_id_2017,affiliation_country_2017,affiliation_display_name_2016,affiliation_id_2016,affiliation_country_2016,affiliation_display_name_2015,affiliation_id_2015,affiliation_country_2015,affiliation_display_name_2014,affiliation_id_2014,affiliation_country_2014,affiliation_display_name_2013,affiliation_id_2013,affiliation_country_2013,affiliation_display_name_2012,affiliation_id_2012,affiliation_country_2012,affiliation_display_name_2011,affiliation_id_2011,affiliation_country_2011,affiliation_display_name_2010,affiliation_id_2010,affiliation_country_2010,affiliation_display_name_2009,affiliation_id_2009,affiliation_country_2009,affiliation_display_name_2008,affiliation_id_2008,affiliation_country_2008,affiliation_display_name_2007,affiliation_id_2007,affiliation_country_2007,affiliation_display_name_2006,affiliation_id_2006,affiliation_country_2006,affiliation_display_name_2005,affiliation_id_2005,affiliation_country_2005,affiliation_display_name_2004,affiliation_id_2004,affiliation_country_2004,affiliation_display_name_2003,affiliation_id_2003,affiliation_country_2003,affiliation_display_name_2002,affiliation_id_2002,affiliation_country_2002,affiliation_display_name_2001,affiliation_id_2001,affiliation_country_2001,affiliation_display_name_2000,affiliation_id_2000,affiliation_country_2000,affiliation_display_name_1999,affiliation_id_1999,affiliation_country_1999,affiliation_display_name_1998,affiliation_id_1998,affiliation_country_1998,affiliation_display_name_1997,affiliation_id_1997,affiliation_country_1997,affiliation_display_name_1996,affiliation_id_1996,affiliation_country_1996,affiliation_display_name_1995,affiliation_id_1995,affiliation_country_1995,affiliation_display_name_1994,affiliation_id_1994,affiliation_country_1994,affiliation_display_name_1993,affiliation_id_1993,affiliation_country_1993,affiliation_display_name_1992,affiliation_id_1992,affiliation_country_1992,affiliation_display_name_1991,affiliation_id_1991,affiliation_country_1991,affiliation_display_name_1990,affiliation_id_1990,affiliation_country_1990,affiliation_display_name_1989,affiliation_id_1989,affiliation_country_1989,affiliation_display_name_1988,affiliation_id_1988,affiliation_country_1988,affiliation_display_name_1987,affiliation_id_1987,affiliation_country_1987,affiliation_display_name_1986,affiliation_id_1986,affiliation_country_1986,affiliation_display_name_1985,affiliation_id_1985,affiliation_country_1985,affiliation_display_name_1984,affiliation_id_1984,affiliation_country_1984,affiliation_display_name_1983,affiliation_id_1983,affiliation_country_1983,affiliation_display_name_1982,affiliation_id_1982,affiliation_country_1982,affiliation_display_name_1979,affiliation_id_1979,affiliation_country_1979,affiliation_display_name_1976,affiliation_id_1976,affiliation_country_1976,affiliation_display_name_1962,affiliation_id_1962,affiliation_country_1962,affiliation_display_name_1959,affiliation_id_1959,affiliation_country_1959,affiliation_display_name_1944,affiliation_id_1944,affiliation_country_1944,affiliation_display_name_1936,affiliation_id_1936,affiliation_country_1936,affiliation_display_name_1923,affiliation_id_1923,affiliation_country_1923
Ken Liu,A5101494882,11,False,False,True,Australia; United States,Mayo Clinic Health System,https://openalex.org/I4210123409,United States,Stanford University,https://openalex.org/I97018004,United States,University of Atlanta,https://openalex.org/I96163493,United States,Emory University,https://openalex.org/I150468666,United States,Columbia University,https://openalex.org/I78577930,United States,Emory University,https://openalex.org/I150468666,United States,Singer (United States),https://openalex.org/I890505096,United States,Emory University,https://openalex.org/I150468666,United States,Clark Atlanta University,https://openalex.org/I52064589,United States,Emory University,https://openalex.org/I150468666,United States,Walker (United States),https://openalex.org/I4210164117,United States,Emory University,https://openalex.org/I150468666,United States,"Merck & Co., Inc., Rahway, NJ, USA (United States)",https://openalex.org/I1285764155,United States,,,,,,,,,,,,,,,,,,,,,,University of Melbourne,https://openalex.org/I165779595,Australia,,,,,,,,,,,,,,,,"Merck & Co., Inc., Rahway, NJ, USA (United States)",https://openalex.org/I1285764155,United States,,,,,,,University of Wisconsin–Madison,https://openalex.org/I135310074,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin Klyman,A5093104547,1,False,False,True,United States,,,,Stanford University,https://openalex.org/I97018004,United States,Stanford University,https://openalex.org/I97018004,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin P. Murphy,A5032986126,11,False,False,True,Canada; Ireland; United Kingdom; United States,Cardiff University,https://openalex.org/I79510175,United Kingdom,Cardiff University,https://openalex.org/I79510175,United Kingdom,,,,,,,Mercy University Hospital,https://openalex.org/I4210100707,Ireland,St. Paul's Hospital,https://openalex.org/I4210144237,Canada,,,,Atrium Medical Cente,https://openalex.org/I4210104759,United States,Cork University Hospital,https://openalex.org/I2802396013,Ireland,Cork University Hospital,https://openalex.org/I2802396013,Ireland,Creative Research Enterprises (United States),https://openalex.org/I4210153153,United States,Mercy University Hospital,https://openalex.org/I4210100707,Ireland,Mercy University Hospital,https://openalex.org/I4210100707,Ireland,Cork University Hospital,https://openalex.org/I2802396013,Ireland,Mercy University Hospital,https://openalex.org/I4210100707,Ireland,Cork University Hospital,https://openalex.org/I2802396013,Ireland,,,,Heekin Clinic,https://openalex.org/I4210127679,United States,Heekin Clinic,https://openalex.org/I4210127679,United States,Heekin Clinic,https://openalex.org/I4210127679,United States,Walter Reed Army Institute of Research,https://openalex.org/I92664306,United States,,,,Walter Reed Army Institute of Research,https://openalex.org/I92664306,United States,,,,Uniformed Services University of the Health Sciences,https://openalex.org/I148314036,United States,,,,Hughston Clinic,https://openalex.org/I4210092440,United States,,,,,,,,,,,,,,,,Cork University Hospital,https://openalex.org/I2802396013,Ireland,,,,,,,,,,Mayo Clinic in Arizona,https://openalex.org/I4210125099,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kiran Vodrahalli,A5007053674,2,False,False,True,United States,,,,,,,,,,,,,Columbia University,https://openalex.org/I78577930,United States,Columbia University,https://openalex.org/I78577930,United States,Columbia University,https://openalex.org/I78577930,United States,Columbia University,https://openalex.org/I78577930,United States,Columbia University,https://openalex.org/I78577930,United States,Princeton University,https://openalex.org/I20089843,United States,Princeton University,https://openalex.org/I20089843,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Koert Chen,A5022123903,2,False,False,False,Taiwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chung Yuan Christian University,https://openalex.org/I151221077,Taiwan,,,,,,,,,,National Cheng Kung University,https://openalex.org/I91807558,Taiwan,,,,,,,,,,,,,,,,,,,,,,National Cheng Kung University,https://openalex.org/I91807558,Taiwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucas Gonzalez,A5113077275,2,False,False,True,Canada; United States,,,,University of Chicago,https://openalex.org/I40347166,United States,Université du Québec à Chicoutimi,https://openalex.org/I104914703,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhuri Shanbhogue,A5021062067,2,False,False,True,India; United States,,,,,,,,,,,,,,,,,,,,,,Georgia Institute of Technology,https://openalex.org/I130701444,United States,Georgia Institute of Technology,https://openalex.org/I130701444,United States,,,,,,,,,,,,,,,,National Institute of Technology Karnataka,https://openalex.org/I11880225,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manfred Diaz,A5025430674,2,False,False,False,Canada,,,,,,,,,,,,,,,,Université de Montréal,https://openalex.org/I70931966,Canada,,,,Université de Montréal,https://openalex.org/I70931966,Canada,,,,Concordia University,https://openalex.org/I60158472,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark A. Lemley,A5088186426,6,False,False,True,Canada; Hong Kong; United States,,,,Stanford University,https://openalex.org/I97018004,United States,Artificial Intelligence in Medicine (Canada),https://openalex.org/I4210164862,Canada,Stanford Medicine,https://openalex.org/I4210137306,United States,Stanford Medicine,https://openalex.org/I4210137306,United States,Stanford Medicine,https://openalex.org/I4210137306,United States,Stanford Medicine,https://openalex.org/I4210137306,United States,University of Hong Kong,https://openalex.org/I889458895,Hong Kong,Stanford Medicine,https://openalex.org/I4210137306,United States,Stanford Medicine,https://openalex.org/I4210137306,United States,Stanford University,https://openalex.org/I97018004,United States,Stanford Medicine,https://openalex.org/I4210137306,United States,Stanford University,https://openalex.org/I97018004,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,Stanford Medicine,https://openalex.org/I4210137306,United States,Stanford Medicine,https://openalex.org/I4210137306,United States,Stanford University,https://openalex.org/I97018004,United States,George Washington University,https://openalex.org/I193531525,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,,,,Stanford Medicine,https://openalex.org/I4210137306,United States,Stanford Medicine,https://openalex.org/I4210137306,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,Stanford Medicine,https://openalex.org/I4210137306,United States,Stanford Medicine,https://openalex.org/I4210137306,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,,,,,,,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark Sherwood,A5120056004,0,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matthew Jagielski,A5054655342,4,False,False,True,Mexico; United Kingdom; United States,,,,DeepMind (United Kingdom),https://openalex.org/I4210090411,United Kingdom,DeepMind (United Kingdom),https://openalex.org/I4210090411,United Kingdom,Google (United States),https://openalex.org/I1291425158,United States,Google (United States),https://openalex.org/I1291425158,United States,Northeastern University,https://openalex.org/I12912129,United States,Universidad del Noreste,https://openalex.org/I87182695,Mexico,Google (United States),https://openalex.org/I1291425158,United States,Universidad del Noreste,https://openalex.org/I87182695,Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mehran Kazemi,A5061716911,2,False,False,True,Canada; United States,,,,Google (United States),https://openalex.org/I1291425158,United States,Google (United States),https://openalex.org/I1291425158,United States,Google (Canada),https://openalex.org/I4210148186,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Boratko,A5062977994,3,False,False,True,United States,,,,,,,,,,,,,University of Massachusetts Amherst,https://openalex.org/I24603500,United States,The University of Texas at Austin,https://openalex.org/I86519309,United States,University of Massachusetts Amherst,https://openalex.org/I24603500,United States,,,,New York University,https://openalex.org/I57206974,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michelle Casbon,A5106276485,0,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miguel Lázaro-Gredilla,A5076182014,6,False,False,True,Spain; United Kingdom; United States,,,,Google (United Kingdom),https://openalex.org/I4210113297,United Kingdom,Google (United States),https://openalex.org/I1291425158,United States,DeepMind (United Kingdom),https://openalex.org/I4210090411,United Kingdom,,,,Universidad Carlos III de Madrid,https://openalex.org/I50357001,Spain,,,,Clarion University,https://openalex.org/I114686714,United States,Universidad Carlos III de Madrid,https://openalex.org/I50357001,Spain,Clarion University,https://openalex.org/I114686714,United States,,,,Universidad Carlos III de Madrid,https://openalex.org/I50357001,Spain,Universidad Carlos III de Madrid,https://openalex.org/I50357001,Spain,Universidad Carlos III de Madrid,https://openalex.org/I50357001,Spain,Universidad Carlos III de Madrid,https://openalex.org/I50357001,Spain,University of Castilla-La Mancha,https://openalex.org/I79189158,Spain,Universidad Carlos III de Madrid,https://openalex.org/I50357001,Spain,Universidad Carlos III de Madrid,https://openalex.org/I50357001,Spain,,,,Universidad Carlos III de Madrid,https://openalex.org/I50357001,Spain,,,,Universidad Carlos III de Madrid,https://openalex.org/I50357001,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miles Brundage,A5066559387,3,False,False,True,United States,,,,,,,,,,,,,,,,OpenAI (United States),https://openalex.org/I4210161460,United States,OpenAI (United States),https://openalex.org/I4210161460,United States,OpenAI (United States),https://openalex.org/I4210161460,United States,,,,Arizona State University,https://openalex.org/I55732556,United States,Arizona State University,https://openalex.org/I55732556,United States,Arizona State University,https://openalex.org/I55732556,United States,Arizona State University,https://openalex.org/I55732556,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US Forest Service,https://openalex.org/I1313416372,United States
Min Soo Choi,A5112299625,2,False,False,False,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jeonbuk National University,https://openalex.org/I80611190,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Korea Research Institute of Chemical Technology,https://openalex.org/I4210151417,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minsung Choi,A5101568404,6,False,False,False,South Korea; United Kingdom,,,,Kangnam University,https://openalex.org/I204954614,South Korea,National Forensic Institute,https://openalex.org/I4210155313,South Korea,National Forensic Institute,https://openalex.org/I4210155313,South Korea,,,,National Forensic Institute,https://openalex.org/I4210155313,South Korea,National Forensic Institute,https://openalex.org/I4210155313,South Korea,Seoul Institute,https://openalex.org/I4210095123,South Korea,National Forensic Institute,https://openalex.org/I4210155313,South Korea,National Forensic Institute,https://openalex.org/I4210155313,South Korea,National Forensic Institute,https://openalex.org/I4210155313,South Korea,,,,Daejeon Institute of Science and Technology,https://openalex.org/I4210134443,South Korea,National Forensic Institute,https://openalex.org/I4210155313,South Korea,National Forensic Institute,https://openalex.org/I4210155313,South Korea,University of Sheffield,https://openalex.org/I91136226,United Kingdom,,,,,,,,,,,,,,,,,,,Soonchunhyang University,https://openalex.org/I24541011,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miranda Bogen,A5094155749,0,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mojtaba Seyedhosseini,A5053494387,2,False,False,True,United States,,,,,,,Google (United States),https://openalex.org/I1291425158,United States,Google (United States),https://openalex.org/I1291425158,United States,,,,,,,,,,,,,,,,,,,University of Utah,https://openalex.org/I223532165,United States,University of Utah,https://openalex.org/I223532165,United States,University of Utah,https://openalex.org/I223532165,United States,University of Utah,https://openalex.org/I223532165,United States,,,,University of Utah,https://openalex.org/I223532165,United States,University of Utah,https://openalex.org/I223532165,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicolas Papernot,A5018809423,4,False,False,True,Canada; United States,,,,Vector Institute,https://openalex.org/I4210127509,Canada,Vector Institute,https://openalex.org/I4210127509,Canada,Vector Oncology (United States),https://openalex.org/I4210159747,United States,Vector Institute,https://openalex.org/I4210127509,Canada,Vector Institute,https://openalex.org/I4210127509,Canada,Vector Institute,https://openalex.org/I4210127509,Canada,Google (Canada),https://openalex.org/I4210148186,Canada,Pennsylvania State University,https://openalex.org/I130769515,United States,Pennsylvania State University,https://openalex.org/I130769515,United States,Pennsylvania State University,https://openalex.org/I130769515,United States,Pennsylvania State University,https://openalex.org/I130769515,United States,Pennsylvania State University,https://openalex.org/I130769515,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicole Mitchell,A5115087478,1,False,False,True,United States,,,,Google (United States),https://openalex.org/I1291425158,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nilesh Tripuraneni,A5026221871,3,False,False,True,United Kingdom; United States,,,,,,,Google (United States),https://openalex.org/I1291425158,United States,,,,,,,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,,,,University of Cambridge,https://openalex.org/I241749,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niloofar Mireshghallah,A5093022042,2,False,False,True,United States,,,,University of Washington,https://openalex.org/I201448701,United States,,,,University of California San Diego,https://openalex.org/I36258959,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nishanth Dikkala,A5000758286,3,False,False,True,India; United States,,,,,,,,,,Harvard University Press,https://openalex.org/I2801851002,United States,,,,Massachusetts Institute of Technology,https://openalex.org/I63966007,United States,Massachusetts Institute of Technology,https://openalex.org/I63966007,United States,Massachusetts Institute of Technology,https://openalex.org/I63966007,United States,Massachusetts Institute of Technology,https://openalex.org/I63966007,United States,Massachusetts Institute of Technology,https://openalex.org/I63966007,United States,Massachusetts Institute of Technology,https://openalex.org/I63966007,United States,Massachusetts Institute of Technology,https://openalex.org/I63966007,United States,,,,Indian Institute of Technology Bombay,https://openalex.org/I162827531,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nithi Gupta,A5031048937,1,False,False,False,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian Institute of Technology Delhi,https://openalex.org/I68891433,India,,,,Indian Institute of Technology Delhi,https://openalex.org/I68891433,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nithya Attaluri,A5002701525,1,False,False,True,United States,,,,,,,,,,,,,,,,Massachusetts Institute of Technology,https://openalex.org/I63966007,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Olivier Lacombe,A5010285605,6,False,False,False,Brazil; France,,,,,,,Crossject (France),https://openalex.org/I4210087051,France,,,,,,,Inventiva (France),https://openalex.org/I4210126951,France,Inventiva (France),https://openalex.org/I4210126951,France,Inventiva (France),https://openalex.org/I4210126951,France,Inventiva (France),https://openalex.org/I4210126951,France,Inventiva (France),https://openalex.org/I4210126951,France,,,,,,,,,,,,,,,,Institut Alfred Fournier,https://openalex.org/I4210156625,France,,,,,,,,,,,,,,,,École Nationale Vétérinaire de Toulouse,https://openalex.org/I176063091,France,Servier (France),https://openalex.org/I4210135308,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Universidade de São Paulo,https://openalex.org/I17974374,Brazil,,,,,,,,,,,,,,,
Omar Sanseviero,A5119790513,0,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orhan Fırat,A5035914396,5,False,False,True,Hong Kong; Israel; United States,,,,,,,,,,Google (United States),https://openalex.org/I1291425158,United States,Google (United States),https://openalex.org/I1291425158,United States,Google (United States),https://openalex.org/I1291425158,United States,University of Hong Kong,https://openalex.org/I889458895,Hong Kong,Bar-Ilan University,https://openalex.org/I13955877,Israel,Google (United States),https://openalex.org/I1291425158,United States,New York University,https://openalex.org/I57206974,United States,Middle East Technical University,https://openalex.org/I201799495,,Middle East Technical University,https://openalex.org/I201799495,,Middle East Technical University,https://openalex.org/I201799495,,Middle East Technical University,https://openalex.org/I201799495,,Middle East Technical University,https://openalex.org/I201799495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pamela Samuelson,A5111562753,2,False,False,True,United States,,,,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,University of Pittsburgh,https://openalex.org/I170201317,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parashar Shah,A5114111243,0,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paul Suganthan,A5104217740,2,False,False,True,United States,,,,,,,,,,,,,,,,,,,,,,Google (United States),https://openalex.org/I1291425158,United States,University of Wisconsin–Madison,https://openalex.org/I135310074,United States,University of Wisconsin–Madison,https://openalex.org/I135310074,United States,,,,University of Wisconsin–Madison,https://openalex.org/I135310074,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
